"","Instrument","Holdings Filing Date","Earliest Holdings Date","Holdings Pct Of Traded Shares Held","Investor Shares Held","Holdings Value Held","Investor Full Name","Holdings Filing Type","Investor Parent Type Description","Investor Turnover","Investor Turnover code","Investor Turnover %","Investor Portfolio Number Of Securities Held","Investor Portfolio Num Of  Securities Bought","Investor Portfolio Number Of Securities Sold","Holdings Percent of  Portfolio","Investor Type Description","Investor Investment Style Code","Investor Investment Orientation","Investor Address Region","Investor Address Country"
"376","ENI.MI","2017-12-31","1997-03-31","0.0014","51069","845421.76","GAM International Management Ltd.","Aggregate MFs","Investment Managers","HIGH","HIGH","103.6107","362","72","173","0.06","Investment Advisor/Hedge Fund","Hedge Fund","Active","Europe","United Kingdom"
"377","ENI.MI","2017-12-31","2016-12-31","0.0014","50607","837773.58","MEAG MUNICH ERGO AssetManagement GmbH","Aggregate MFs","Investment Managers","LOW","LOW","29.6691","1843","766","1956","0.04","Investment Advisor",".","Active","Europe","Germany"
"378","ENI.MI","2017-08-31","2006-09-30","0.0014","50000","784145.0","Lux Gest Asset Management S.A.","Aggregate MFs","Investment Managers",".",".",".","349","37","156","0.1","Investment Advisor",".","Active","Europe","Luxembourg"
"379","ENI.MI","2017-11-30","2017-05-31","0.0014","49620","815594.02","Brinker Capital Inc._NLE","Aggregate MFs","Investment Managers","MED","MED","75.4366","299","92","141","0.04","Investment Advisor/Hedge Fund",".","Active","North America","United States"
"380","ENI.MI","2017-03-31","2013-03-31","0.0013","48762","797070.16","NNIP Asset Management B.V.","Aggregate MFs","Investment Managers","MED","MED","71.3349","862","106","383","0.04","Investment Advisor",".","Active","Europe","Netherlands"
"381","ENI.MI","2017-12-31","2001-06-30","0.0013","48679","805856.51","Templeton Asset Management Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","42.0007","1514","110","378","0.08","Investment Advisor","Core Value","Active","Asia / Pacific","Singapore"
"382","ENI.MI","2017-12-31","2017-11-30","0.0013","48677","805823.4","Franklin Templeton Portfolio Advisors, Inc","Aggregate MFs","Investment Managers","LOW","LOW","37.5128","1054","12","86","0.09","Investment Advisor","Yield","Active","North America","United States"
"383","ENI.MI","2017-12-31","2004-12-31","0.0013","48122","796635.84","La Française AM","Aggregate MFs","Investment Managers","MED","MED","58.3389","491","294","216","0.07","Investment Advisor","GARP","Active","Europe","France"
"384","ENI.MI","2017-12-31","1997-03-31","0.0013","48000","794616.19","Deka Vermögensmanagement GmbH","Aggregate MFs","Investment Managers","MED","MED","72.8238","64","64","0","0.23","Investment Advisor","Core Growth","Active","Europe","Germany"
"385","ENI.MI","2017-06-30","2002-05-03","0.0013","47800","718558.28","CA Indosuez (Switzerland) S.A.","Aggregate MFs","Investment Managers","MED","MED","53.9893","190","49","86","0.04","Bank and Trust","GARP","Active","Europe","Switzerland"
"386","ENI.MI","2017-11-30","2016-11-30","0.0013","47702","784068.23","Nippon Life Global Investors Singapore Limited","Aggregate MFs","Investment Managers","MED","MED","81.1552","136","24","221","0.0","Investment Advisor",".","Active","Asia / Pacific","Singapore"
"387","ENI.MI","2017-12-31","2017-03-31","0.0013","47430","785179.94","SNB Capital Company SJSC","Aggregate MFs","Investment Managers","LOW","LOW","0.0","168","5","100","0.01","Investment Advisor",".","Active","Middle East","Saudi Arabia"
"388","ENI.MI","2017-12-31","2004-12-31","0.0013","47150","780544.68","Migros Bank Asset Management","Aggregate MFs","Investment Managers","MED","MED","58.615","704","218","539","0.0","Investment Advisor","Core Growth","Active","Europe","Switzerland"
"389","ENI.MI","2017-10-31","2004-06-30","0.0013","47000","768365.4","Walser Privatbank AG_NLE","Aggregate MFs","Investment Managers","MED","MED","68.334","110","23","67","0.02","Bank and Trust",".","Active","Europe","Austria"
"390","ENI.MI","2017-07-31","2002-12-31","0.0013","47000","744019.4","Notenstein La Roche Privatbank AG_NLE","Aggregate MFs","Investment Managers","LOW","LOW","17.9316","1138","121","831","0.01","Bank and Trust",".","Active","Europe","Switzerland"
"391","ENI.MI","2017-12-31","2002-12-31","0.0013","46875","775992.19","Sionna Investment Managers Inc.","Aggregate MFs","Investment Managers","LOW","LOW","32.9577","1226","602","864","0.1","Investment Advisor","Core Value","Active","North America","Canada"
"392","ENI.MI","2017-12-31","2010-08-31","0.0013","46000","761507.18","Rothschild Martin Maurel","Aggregate MFs","Investment Managers","LOW","LOW","0.0","534","77","313","0.0","Investment Advisor","GARP","Active","Europe","France"
"393","ENI.MI","2017-12-31","2017-09-30","0.0012","45411","751756.58","GAM (Luxembourg) S.A.","Aggregate MFs","Investment Managers","MED","MED","66.1059","2449","482","1607","0.39","Investment Advisor",".","Active","Europe","Luxembourg"
"394","ENI.MI","2017-12-31","2002-06-30","0.0012","45000","744952.5","HÖVELRAT Holding AG","Aggregate MFs","Investment Managers","LOW","LOW","20.9191","447","194","550","0.0","Investment Advisor","Yield","Active","Europe","Germany"
"395","ENI.MI","2017-12-31","2009-10-31","0.0012","44848","742436.22","WAVE Management AG","Aggregate MFs","Investment Managers","LOW","LOW","8.8125","1693","1146","616","0.43","Investment Advisor",".","Active","Europe","Germany"
"396","ENI.MI","2017-12-31","2016-09-30","0.0012","44703","740035.81","Massachusetts Mutual Life Insurance Company","Aggregate MFs","Investment Managers","LOW","LOW","15.9084","225","74","151","0.45","Insurance Company",".","Active","North America","United States"
"397","ENI.MI","2017-12-31","1998-12-31","0.0012","44457","735963.41","PineBridge Investments Europe Limited","Aggregate MFs","Investment Managers","LOW","LOW","44.4519","2155","825","2368","0.69","Investment Advisor","Core Value","Active","Europe","United Kingdom"
"398","ENI.MI","2016-06-30","1998-03-31","0.0012","44347","715002.25","Barclays Wealth Managers España, S.A., S.G.I.I.C.","Aggregate MFs","Investment Managers","LOW","LOW","15.2994","372","44","172","0.03","Investment Advisor","GARP","Active","Europe","Spain"
"399","ENI.MI","2017-12-31","2017-07-31","0.0012","44131","730566.64","Vanguard Investments Canada Inc.","Aggregate MFs","Investment Managers","MED","MED","62.2118","101","24","77","0.0","Investment Advisor","Index","Passive","North America","Canada"
"400","ENI.MI","2017-12-31","1997-06-30","0.0012","43796","725020.88","OFI Invest Asset Management","Aggregate MFs","Investment Managers","MED","MED","72.6033","318","122","289","0.01","Investment Advisor","Core Growth","Active","Europe","France"
"401","ENI.MI","2017-12-31","2016-05-31","0.0012","43737","724044.17","Pine River Capital Management, L.P.","Aggregate MFs","Investment Managers","HIGH","HIGH","209.2421","130","11","54","0.71","Hedge Fund","Hedge Fund","Active","North America","United States"
"402","ENI.MI","2017-12-31","2006-12-31","0.0012","43600","721776.2","Banca Ifigest S.p.A.","Aggregate MFs","Investment Managers","HIGH","HIGH","241.9816","164","51","124","0.0","Bank and Trust",".","Active","Europe","Italy"
"403","ENI.MI","2017-12-31","1997-03-31","0.0012","43331","717323.04","First Private Investment Management KAG mbH","Aggregate MFs","Investment Managers","MED","MED","58.4658","2072","534","1105","0.09","Investment Advisor","Core Growth","Active","Europe","Germany"
"404","ENI.MI","2017-12-31","2009-03-31","0.0012","42923","710568.8","Validea Capital Management, LLC","Aggregate MFs","Investment Managers","HIGH","HIGH","201.0141","173","67","179","0.01","Investment Advisor","Core Value","Active","North America","United States"
"405","ENI.MI","2016-09-30","2015-06-30","0.0012","42779","616321.33","Quant.Capital Management GmbH","Aggregate MFs","Investment Managers",".",".",".","615","296","346","0.03","Investment Advisor",".","Passive","Europe","Germany"
"406","ENI.MI","2017-12-31","2010-06-30","0.0012","42157","697888.06","Schroders Private Bank","Aggregate MFs","Investment Managers","LOW","LOW","39.1275","159","32","69","0.24","Bank and Trust",".","Active","Europe","United Kingdom"
"407","ENI.MI","2017-12-31","2012-06-30","0.0012","42000","695289.0","Axxion S.A.","Aggregate MFs","Investment Managers","MED","MED","91.6873","867","71","714","0.0","Investment Advisor","Aggres. Gr.","Active","Europe","Luxembourg"
"408","ENI.MI","2017-12-31","1999-06-30","0.0011","40650","672940.43","Renta 4 Gestora, S.G.I.I.C., S.A.","Aggregate MFs","Investment Managers","MED","MED","80.3775","102","29","254","0.21","Investment Advisor","GARP","Active","Europe","Spain"
"409","ENI.MI","2017-12-31","2006-09-30","0.0011","40400","668801.8","IPConcept (Luxemburg) S.A.","Aggregate MFs","Investment Managers","LOW","LOW","42.7294","85","56","47","0.14","Investment Advisor",".","Active","Europe","Luxembourg"
"410","ENI.MI","2017-11-30","2012-11-30","0.0011","40368","663519.06","Sumitomo Mitsui DS Asset Management Company, Limited","Aggregate MFs","Investment Managers","MED","MED","82.9904","1027","389","883","0.0","Investment Advisor/Hedge Fund","GARP","Active","Asia / Pacific","Japan"
"411","ENI.MI","2017-12-31","2013-03-31","0.0011","40000","662180.0","Habbel, Pohlig & Partner Institut für Bank- und Wirtschaftsberatung GmbH","Aggregate MFs","Investment Managers","MED","MED","82.2115","331","97","279","0.01","Investment Advisor",".","Active","Europe","Germany"
"412","ENI.MI","2016-08-31","2016-08-31","0.0011","40000","604208.0","Wallrich Asset Management AG","Aggregate MFs","Investment Managers","LOW","LOW","35.879","1799","562","1402","0.01","Investment Advisor",".","Active","Europe","Germany"
"413","ENI.MI","2017-12-31","2017-06-30","0.0011","40000","662180.0","Fürstlich Castell'sche Bank Credit Casse AG","Aggregate MFs","Investment Managers","MED","MED","85.2317","55","0","5","1.54","Bank and Trust","Core Value","Active","Europe","Germany"
"414","ENI.MI","2017-11-30","2016-11-30","0.0011","39815","654431.19","Daiwa Asset Management (Singapore) Ltd.","Aggregate MFs","Investment Managers","HIGH","HIGH","181.1765","326","93","343","0.17","Investment Advisor",".","Active","Asia / Pacific","Singapore"
"415","ENI.MI","2017-12-31","2017-10-31","0.0011","39743","657925.49","Milliman Financial Risk Management, LLC","Aggregate MFs","Investment Managers","LOW","LOW","32.0662","360","7","26","0.0","Investment Advisor/Hedge Fund","Hedge Fund","Active","North America","United States"
"416","ENI.MI","2017-02-28","2009-04-30","0.0011","39455","605823.63","Descalzi (Claudio)","20F","Strategic Entities","LOW","LOW","0.0","565","206","345","0.01","Individual Investor",".",".","Europe","Italy"
"417","ENI.MI","2017-11-30","2017-08-31","0.0011","39000","641035.2","EGAMO","Aggregate MFs","Investment Managers","MED","MED","86.1053","1370","432","1150","1.59","Investment Advisor",".","Active","Europe","France"
"418","ENI.MI","2017-12-31","2010-09-30","0.0011","38981","645310.96","Valiant Bank AG","Aggregate MFs","Investment Managers","LOW","LOW","40.0796","506","259","276","0.01","Investment Advisor","Core Growth","Active","Europe","Switzerland"
"419","ENI.MI","2017-12-31","2001-06-24","0.0011","38927","644417.02","Deutsche Bank AG (Germany)","Aggregate MFs","Investment Managers","MED","MED","63.1967","244","63","377","0.18","Bank and Trust","GARP","Active","Europe","Germany"
"420","ENI.MI","2017-08-31","2010-09-30","0.0011","38838","609092.47","BNY Mellon Asset Management","Aggregate MFs","Investment Managers","LOW","LOW","9.5626","98","1","59","0.0","Investment Advisor","Income Value","Active","North America","United States"
"421","ENI.MI","2017-12-31","1997-06-30","0.001","37960","628408.82","DNB Asset Management AB","Aggregate MFs","Investment Managers","LOW","LOW","39.0882","193","66","160","0.0","Investment Advisor","Core Growth","Active","Europe","Sweden"
"422","ENI.MI","2017-12-31","2009-09-30","0.001","37030","613013.14","Deutsche Bank (Suisse) SA","Aggregate MFs","Investment Managers","MED","MED","55.2528","137","32","133","0.35","Bank and Trust","GARP","Active","Europe","Switzerland"
"423","ENI.MI","2017-12-31","2012-11-30","0.001","37000","612516.64","Erste Asset Management GmbH","Aggregate MFs","Investment Managers","HIGH","HIGH","283.4813","1849","974","979","0.0","Investment Advisor",".","Active","Europe","Austria"
"424","ENI.MI","2017-12-31","1997-12-31","0.001","37000","612516.5","ERSTE-SPARINVEST Kapitalanlagegesellschaft mbH_NLE","Aggregate MFs","Investment Managers","HIGH","HIGH","153.9075","2052","1167","411","0.0","Investment Advisor",".","Active","Europe","Austria"
"425","ENI.MI","2017-12-31","2017-06-30","0.001","36483","603957.82","Pharus Management Lux SA","Aggregate MFs","Investment Managers","HIGH","HIGH","181.5417","1266","623","1671","0.01","Investment Advisor/Hedge Fund",".","Active","Europe","Luxembourg"
"426","ENI.MI","2017-12-31","2008-09-30","0.001","35728","591459.18","Banca Popolare di Sondrio (Suisse) S.A.","Aggregate MFs","Investment Managers","LOW","LOW","49.6299","1484","619","1167","0.88","Bank and Trust","Core Growth","Active","Europe","Switzerland"
"427","ENI.MI","2017-12-31","2016-12-31","0.001","35066","580500.1","Global X Management (AUS) Limited","Aggregate MFs","Investment Managers","HIGH","HIGH","120.7789","189","60","239","0.17","Investment Advisor","Index","Passive","Asia / Pacific","Australia"
"428","ENI.MI","2017-12-31","2016-12-31","0.001","35066","580500.23","Mirae Asset Global Investments (Hong Kong) Limited","Aggregate MFs","Investment Managers","HIGH","HIGH","122.4619","379","109","165","0.0","Investment Advisor","Core Value","Active","Asia / Pacific","Hong Kong"
"429","ENI.MI","2017-04-30","1997-06-30","0.001","35000","544152.0","Milleis Investissements S.A.","Aggregate MFs","Investment Managers","LOW","LOW","21.3716","718","98","132","3.29","Investment Advisor","Core Value","Active","Europe","France"
"430","ENI.MI","2017-12-31","2015-09-30","0.001","34859","577073.32","Agincourt Capital Management, L.L.C.","Aggregate MFs","Investment Managers","MED","MED","59.1609","237","152","130","0.09","Investment Advisor","Yield","Active","North America","United States"
"431","ENI.MI","2017-03-31","1997-06-30","0.0009","34467","563401.03","Gutmann Kapitalanlage Aktiengesellschaft","Aggregate MFs","Investment Managers","LOW","LOW","49.6725","940","324","916","0.44","Investment Advisor","Core Value","Active","Europe","Austria"
"432","ENI.MI","2017-12-31","2000-03-31","0.0009","34350","568647.08","Montepio Gestão de Activos - SGFI, S.A.","Aggregate MFs","Investment Managers","LOW","LOW","12.191","105","2","67","1.89","Investment Advisor",".","Active","Europe","Portugal"
"433","ENI.MI","2016-03-31","2015-12-31","0.0009","34217","517795.6","Credit Suisse (Luxembourg) S.A.","Aggregate MFs","Investment Managers","MED","MED","58.406","89","2","136","0.0","Bank and Trust","GARP","Active","Europe","Luxembourg"
"434","ENI.MI","2017-12-31","2012-10-31","0.0009","34200","566163.9","Wargny-BBR S.A.","Aggregate MFs","Investment Managers",".",".",".","286","63","179","0.4","Investment Advisor",".","Active","Europe","France"
"435","ENI.MI","2017-12-31","2004-06-30","0.0009","34000","562853.0","Gesiuris Asset Management S.G.I.I.C., S.A.","Aggregate MFs","Investment Managers","LOW","LOW","45.0416","1093","551","1116","0.62","Investment Advisor",".","Active","Europe","Spain"
"436","ENI.MI","2017-11-30","2015-08-31","0.0009","33390","548824.75","AGF Investments LLC","Aggregate MFs","Investment Managers","LOW","LOW","46.486","104","46","90","0.04","Investment Advisor/Hedge Fund","Core Growth","Active","North America","United States"
"437","ENI.MI","2017-12-31","2016-09-30","0.0009","32712","541530.93","Skandia Fonder AB","Aggregate MFs","Investment Managers","LOW","LOW","18.7358","105","40","78","0.0","Investment Advisor",".","Active","Europe","Sweden"
"438","ENI.MI","2016-12-31","2000-12-31","0.0009","32501","528585.44","AGF Investments Inc.","Aggregate MFs","Investment Managers","LOW","LOW","46.5821","1013","276","558","0.33","Investment Advisor","GARP","Active","North America","Canada"
"439","ENI.MI","2017-12-31","2015-12-31","0.0009","32310","534876.02","Legal & General Investment Management America Inc.","Aggregate MFs","Investment Managers","LOW","LOW","7.2769","316","118","1368","0.18","Investment Advisor","Core Value","Active","North America","United States"
"440","ENI.MI","2017-12-31","2007-03-31","0.0009","32191","532906.04","Mackenzie Financial Corporation","Aggregate MFs","Investment Managers","MED","MED","87.3554","171","3","94","0.02","Investment Advisor/Hedge Fund","Core Growth","Active","North America","Canada"
"441","ENI.MI","2017-12-31","2008-06-30","0.0009","32138","532028.52","BG Fund Management Luxembourg S.A.","Aggregate MFs","Investment Managers","HIGH","HIGH","108.8264","1731","594","1353","0.0","Investment Advisor","Core Growth","Active","Europe","Luxembourg"
"442","ENI.MI","2017-04-30","2013-03-31","0.0009","32000","497510.49","Alpen Privatbank AG","Aggregate MFs","Investment Managers","MED","MED","59.2455","332","271","62","0.02","Bank and Trust",".","Active","Europe","Austria"
"443","ENI.MI","2017-06-30","2016-06-30","0.0009","31613","475225.58","Yuanta Securities Investment Trust Co., Ltd.","Aggregate MFs","Investment Managers","HIGH","HIGH","107.5577","626","202","1798","0.09","Investment Advisor/Hedge Fund","Core Value","Active","Asia / Pacific","Taiwan"
"444","ENI.MI","2017-12-31","1997-03-31","0.0009","31564","522526.24","BayernInvest Kapitalanlagegesellschaft mbH","Aggregate MFs","Investment Managers","LOW","LOW","44.2584","2998","987","672","0.0","Investment Advisor","Core Value","Active","Europe","Germany"
"445","ENI.MI","2017-12-31","2013-03-31","0.0009","31000","513189.5","Aramea Asset Management AG","Aggregate MFs","Investment Managers","HIGH","HIGH","164.606","4468","2913","1859","0.0","Investment Advisor/Hedge Fund","Deep Value","Active","Europe","Germany"
"446","ENI.MI","2017-12-31","2004-03-31","0.0009","31000","513189.5","DZ PRIVATBANK S.A.","Aggregate MFs","Investment Managers","MED","MED","58.5268","77","19","1","0.3","Investment Advisor","GARP","Active","Europe","Luxembourg"
"447","ENI.MI","2017-10-31","2000-03-31","0.0008","30800","503524.56","PineBridge Investments Japan Co., Ltd.","Aggregate MFs","Investment Managers","MED","MED","77.6019","3745","850","1775","0.03","Investment Advisor",".","Active","Asia / Pacific","Japan"
"448","ENI.MI","2017-12-31","2005-12-31","0.0008","30400","503256.8","Safdicorp S.A.","Aggregate MFs","Investment Managers","LOW","LOW","0.0","2442","581","2111","0.0","Investment Advisor",".","Active","Europe","Switzerland"
"449","ENI.MI","2017-09-30","2012-08-31","0.0008","30276","500666.19","ARTS Asset Management GmbH","Aggregate MFs","Investment Managers","HIGH","HIGH","217.17","5198","3718","885","0.03","Investment Advisor",".","Active","Europe","Austria"
"450","ENI.MI","2017-12-31","2017-03-31","0.0008","30000","496635.0","Swiss Financial Research AG","Aggregate MFs","Investment Managers","LOW","LOW","0.0","58","2","10","0.06","Investment Advisor",".","Active","Europe","Switzerland"
"451","ENI.MI","2017-12-31","2014-06-30","0.0008","30000","496635.12","ZEST SA","Aggregate MFs","Investment Managers","HIGH","HIGH","136.6954","657","152","395","0.25","Investment Advisor/Hedge Fund","Hedge Fund","Active","Europe","Switzerland"
"452","ENI.MI","2017-12-31","2010-08-31","0.0008","30000","496635.0","Conservateur Gestion Valor SA","Aggregate MFs","Investment Managers","HIGH","HIGH","99.2893","5221","4099","1342","0.09","Investment Advisor",".","Active","Europe","France"
"453","ENI.MI","2017-12-31","2010-08-31","0.0008","30000","496635.0","Quintet Private Bank","Aggregate MFs","Investment Managers","LOW","LOW","36.4012","1798","1328","587","0.0","Bank and Trust",".","Active","Europe","Luxembourg"
"454","ENI.MI","2017-12-31","2007-12-31","0.0008","30000","496635.0","Cholet Dupont Asset Management","Aggregate MFs","Investment Managers","LOW","LOW","34.8488","2141","1434","1350","0.94","Investment Advisor","Core Growth","Active","Europe","France"
"455","ENI.MI","2017-12-31","2000-06-30","0.0008","30000","496635.12","Oudart Gestion_NLE","Aggregate MFs","Investment Managers","LOW","LOW","44.2898","1652","1168","442","1.13","Investment Advisor",".","Active","Europe","France"
"456","ENI.MI","2017-06-30","2017-06-30","0.0008","29455","442785.23","Pairstech Capital Management LLP","Aggregate MFs","Investment Managers",".",".",".","898","629","470","0.0","Investment Advisor/Hedge Fund",".","Active","Europe","United Kingdom"
"457","ENI.MI","2017-12-31","2008-09-30","0.0008","29237","484003.92","Van Eck Associates Corporation","Aggregate MFs","Investment Managers","LOW","LOW","40.0286","106","3","17","0.0","Investment Advisor/Hedge Fund","Index","Passive","North America","United States"
"458","ENI.MI","2017-12-31","2000-12-31","0.0008","29200","483391.4","Gestifonsa S.G.I.I.C., S.A.","Aggregate MFs","Investment Managers","MED","MED","59.936","172","40","64","0.02","Investment Advisor","Core Value","Active","Europe","Spain"
"459","ENI.MI","2017-08-31","2005-12-31","0.0008","28700","450099.23","Raiffeisen Vermögensverwaltungsbank AG","Aggregate MFs","Investment Managers","HIGH","HIGH","105.9666","365","165","171","0.03","Investment Advisor","Core Value","Active","Europe","Austria"
"460","ENI.MI","2017-12-31","2007-09-30","0.0008","28130","465678.09","Cohen & Steers Capital Management, Inc.","Aggregate MFs","Investment Managers","MED","MED","60.0339","559","313","477","0.0","Investment Advisor/Hedge Fund","Sector Specific","Active","North America","United States"
"461","ENI.MI","2017-10-31","1997-03-31","0.0008","27472","449117.83","JPMorgan Asset Management (Asia Pacific) Limited","Aggregate MFs","Investment Managers","MED","MED","67.1659","1247","474","1413","0.0","Investment Advisor/Hedge Fund","GARP","Active","Asia / Pacific","Hong Kong"
"462","ENI.MI","2017-11-30","2000-03-31","0.0008","27435","450943.61","abrdn Asia Limited","Aggregate MFs","Investment Managers","LOW","LOW","41.021","480","157","283","0.0","Investment Advisor","GARP","Active","Asia / Pacific","Singapore"
"463","ENI.MI","2017-12-31","1997-03-31","0.0007","26853","444538.09","BPI Gestão de Activos - S.G.F.I.M., S.A.","Aggregate MFs","Investment Managers","MED","MED","80.8623","141","20","44","0.12","Investment Advisor","Core Growth","Active","Europe","Portugal"
"464","ENI.MI","2017-12-31","2005-06-30","0.0007","26839","444306.23","Stadtsparkasse Düsseldorf","Aggregate MFs","Investment Managers","LOW","LOW","42.594","2903","1126","1679","0.0","Bank and Trust",".","Active","Europe","Germany"
"465","ENI.MI","2017-09-30","2000-12-31","0.0007","26636","440471.54","Lingohr & Partner Asset Management GmbH","Aggregate MFs","Investment Managers","HIGH","HIGH","136.8199","96","52","36","0.0","Investment Advisor","Core Value","Active","Europe","Germany"
"466","ENI.MI","2017-12-31","1997-12-31","0.0007","26441","437717.53","Nordea Funds Oy","Aggregate MFs","Investment Managers","LOW","LOW","35.2286","101","3","21","0.01","Investment Advisor","GARP","Active","Europe","Finland"
"467","ENI.MI","2017-12-31","1997-03-31","0.0007","26395","436956.03","Insight Investment Management (Global) Limited","Aggregate MFs","Investment Managers","LOW","LOW","39.9009","48","38","235","0.02","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","United Kingdom"
"468","ENI.MI","2017-06-30","2007-12-31","0.0007","25900","389344.34","Aberdeen Asset Management (Edinburgh)","Aggregate MFs","Investment Managers","LOW","LOW","29.0195","38","6","49","0.0","Investment Advisor","Core Value","Active","Europe","United Kingdom"
"469","ENI.MI","2017-07-31","2007-03-31","0.0007","25749","407611.82","World Asset Management, Inc.","Aggregate MFs","Investment Managers","LOW","LOW","11.5983","1599","281","158","0.13","Investment Advisor","Index","Passive","North America","United States"
"470","ENI.MI","2017-12-31","2016-03-31","0.0007","25500","422139.75","JRC Capital Management, Consultancy & Research GmbH","Aggregate MFs","Investment Managers","HIGH","HIGH","138.0831","912","265","870","0.02","Investment Advisor",".","Active","Europe","Germany"
"471","ENI.MI","2017-12-31","2017-12-31","0.0007","25370","419987.67","Sentry Investments Inc._NLE","Aggregate MFs","Investment Managers","MED","MED","51.5919","296","186","150","0.06","Investment Advisor",".","Active","North America","Canada"
"472","ENI.MI","2017-12-31","1997-06-30","0.0007","25148","416312.57","Banque Lombard Odier & Cie SA","Aggregate MFs","Investment Managers","HIGH","HIGH","106.5672","345","90","73","0.0","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","Switzerland"
"473","ENI.MI","2017-06-30","2016-12-31","0.0007","25000","375815.0","Axion Swiss Bank SA","Aggregate MFs","Investment Managers","MED","MED","71.0072","926","415","984","0.0","Bank and Trust","Core Value","Active","Europe","Switzerland"
"474","ENI.MI","2017-12-31","2004-12-31","0.0007","25000","413862.5","PKB Privat Bank AG","Aggregate MFs","Investment Managers","MED","MED","53.1555","157","33","162","0.0","Bank and Trust","Core Value","Active","Europe","Switzerland"
"475","ENI.MI","2017-12-31","2004-03-31","0.0007","25000","413862.5","Cornèr Banca S.A.","Aggregate MFs","Investment Managers","LOW","LOW","46.288","287","142","99","0.0","Bank and Trust","GARP","Active","Europe","Switzerland"
"476","ENI.MI","2017-12-31","2009-09-30","0.0007","24263","401661.83","Mandarine Gestion","Aggregate MFs","Investment Managers","MED","MED","87.5361","604","350","321","0.05","Investment Advisor","Growth","Active","Europe","France"
"477","ENI.MI","2017-12-31","2008-12-31","0.0007","24000","397308.0","Anthilia Capital Partners SGR Spa","Aggregate MFs","Investment Managers","MED","MED","59.5357","242","51","147","0.04","Investment Advisor/Hedge Fund",".","Active","Europe","Italy"
"478","ENI.MI","2017-12-31","2015-05-31","0.0007","23801","394013.65","GAM (Italia) SGR S.p.A.","Aggregate MFs","Investment Managers","LOW","LOW","42.4047","145","129","2","0.06","Investment Advisor/Hedge Fund",".","Active","Europe","Italy"
"479","ENI.MI","2017-12-31","2015-10-31","0.0006","22918","379396.12","DBX Advisors LLC.","Aggregate MFs","Investment Managers","MED","MED","95.4424","497","133","907","0.16","Investment Advisor",".","Active","North America","United States"
"480","ENI.MI","2017-12-31","2015-06-30","0.0006","22628","374595.23","Franklin Templeton SinoAm Securities Investment Management","Aggregate MFs","Investment Managers","HIGH","HIGH","123.3708","1953","748","981","0.16","Investment Advisor","Growth","Active","Asia / Pacific","Taiwan"
"481","ENI.MI","2017-12-31","1998-03-31","0.0006","22607","374247.58","Siemens Fonds Invest GmbH","Aggregate MFs","Investment Managers","LOW","LOW","48.2512","2016","593","1344","0.09","Investment Advisor","Core Growth","Active","Europe","Germany"
"482","ENI.MI","2016-05-31","2014-10-31","0.0006","22500","343804.5","Financière de l'Arc","Aggregate MFs","Investment Managers",".",".",".","448","117","772","0.01","Investment Advisor/Hedge Fund","Hedge Fund","Active","Europe","France"
"483","ENI.MI","2017-12-31","2015-12-31","0.0006","21945","363288.5","Calvert Research and Management","Aggregate MFs","Investment Managers","MED","MED","89.7286","194","5","108","0.01","Investment Advisor","Core Value","Active","North America","United States"
"484","ENI.MI","2016-09-30","2009-11-30","0.0006","21778","313757.82","National-Bank AG","Aggregate MFs","Investment Managers","MED","MED","82.5385","1463","674","1622","0.0","Bank and Trust","Yield","Active","Europe","Germany"
"485","ENI.MI","2017-11-30","2001-12-31","0.0006","21000","345172.8","Banca Finnat Euramerica S.p.A.","Aggregate MFs","Investment Managers","MED","MED","96.5679","766","310","548","0.0","Bank and Trust","Core Growth","Active","Europe","Italy"
"486","ENI.MI","2017-12-31","2005-09-30","0.0006","20825","344747.46","Banque Degroof Petercam Luxembourg S.A.","Aggregate MFs","Investment Managers","MED","MED","59.0188","228","117","195","0.0","Bank and Trust","Core Growth","Active","Europe","Luxembourg"
"487","ENI.MI","2017-12-31","2007-03-31","0.0006","20618","341320.76","AXA Rosenberg Investment Management LLC","Aggregate MFs","Investment Managers","LOW","LOW","41.4219","600","218","593","0.0","Investment Advisor/Hedge Fund","Core Value","Passive","North America","United States"
"488","ENI.MI","2017-12-31","2006-12-31","0.0006","20493","339251.37","PanAgora Asset Management Inc.","Aggregate MFs","Investment Managers","MED","MED","62.8592","290","37","96","0.03","Investment Advisor/Hedge Fund","GARP","Passive","North America","United States"
"489","ENI.MI","2016-06-30","2014-06-30","0.0006","20280","326972.41","Tangerine Investment Management Inc.","Aggregate MFs","Investment Managers","LOW","LOW","12.7037","254","51","346","0.01","Investment Advisor",".","Active","North America","Canada"
"490","ENI.MI","2017-06-30","2008-09-30","0.0006","20000","300652.0","Laplace Investment GmbH","Aggregate MFs","Investment Managers","HIGH","HIGH","187.6492","386","135","386","0.03","Investment Advisor","Core Value","Active","Europe","Germany"
"491","ENI.MI","2017-11-30","2017-02-28","0.0006","20000","328736.0","Fondsfinans Kapitalforvaltning AS","Aggregate MFs","Investment Managers","MED","MED","56.0351","2122","965","1212","0.0","Investment Advisor",".","Active","Europe","Norway"
