"","Instrument","Holdings Filing Date","Earliest Holdings Date","Holdings Pct Of Traded Shares Held","Investor Shares Held","Holdings Value Held","Investor Full Name","Holdings Filing Type","Investor Parent Type Description","Investor Turnover","Investor Turnover code","Investor Turnover %","Investor Portfolio Number Of Securities Held","Investor Portfolio Num Of  Securities Bought","Investor Portfolio Number Of Securities Sold","Holdings Percent of  Portfolio","Investor Type Description","Investor Investment Style Code","Investor Investment Orientation","Investor Address Region","Investor Address Country"
"10","ENI.MI","2019-12-31","2012-12-31","0.3522","12798381","198417179.86","APG Asset Management N.V.","Aggregate MFs","Investment Managers","LOW","LOW","36.2107","9921","4216","3056","0.03","Pension Fund","Core Growth","Active","Europe","Netherlands"
"11","ENI.MI","2019-12-31","2007-03-31","0.3289","11953659","185321198.65","Dimensional Fund Advisors, L.P.","Aggregate MFs","Investment Managers","LOW","LOW","15.1362","5291","1967","4009","0.43","Investment Advisor/Hedge Fund","Deep Value","Passive","North America","United States"
"12","ENI.MI","2019-12-31","2001-12-31","0.3285","11938090","185079827.73","BlackRock Asset Management Deutschland AG","Aggregate MFs","Investment Managers","MED","MED","60.702","3441","1114","1032","0.01","Investment Advisor","Index","Passive","Europe","Germany"
"13","ENI.MI","2019-12-31","2007-03-31","0.3185","11576253","179470159.04","BlackRock Investment Management (UK) Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","38.4337","1513","775","1199","0.04","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","United Kingdom"
"14","ENI.MI","2019-12-31","1997-06-30","0.3179","11554067","179126202.76","Amundi Ireland Limited","Aggregate MFs","Investment Managers","HIGH","HIGH","143.8756","9988","2187","5335","0.01","Investment Advisor/Hedge Fund","GARP","Active","Europe","Ireland"
"15","ENI.MI","2019-12-31","2003-06-30","0.2798","10166963","157621509.02","Geode Capital Management, L.L.C.","Aggregate MFs","Investment Managers","LOW","LOW","12.3638","10179","2707","3828","0.03","Investment Advisor/Hedge Fund","Index","Passive","North America","United States"
"16","ENI.MI","2019-06-30","2016-06-30","0.2679","9737391","161681027.84","California Public Employees' Retirement System","Shareholder Report","Investment Managers","LOW","LOW","27.7111","6293","2315","4227","3.28","Pension Fund","Index","Passive","North America","United States"
"17","ENI.MI","2019-12-31","1997-06-30","0.2574","9353245","145006192.22","Eurizon Capital SGR S.p.A.","Aggregate MFs","Investment Managers","MED","MED","62.5446","5521","3014","3555","0.44","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","Italy"
"18","ENI.MI","2019-12-31","1997-04-30","0.2565","9321027","144506706.8","Fidelity Management & Research Company LLC","Aggregate MFs","Investment Managers","LOW","LOW","25.933","4692","2027","2836","0.09","Investment Advisor","GARP","Active","North America","United States"
"19","ENI.MI","2019-12-31","1997-06-30","0.2426","8818094","136709584.06","Mediolanum Gestione Fondi SGR p.A.","Aggregate MFs","Investment Managers","LOW","LOW","46.319","5498","910","2812","2.66","Investment Advisor","Core Growth","Active","Europe","Italy"
"20","ENI.MI","2019-12-31","1997-12-31","0.2259","8209382","127272537.43","Anima SGR S.p.A.","Aggregate MFs","Investment Managers","MED","MED","83.3487","8835","4757","4998","0.06","Investment Advisor","Core Growth","Active","Europe","Italy"
"21","ENI.MI","2019-12-31","1997-06-30","0.2116","7688865","119202804.61","Wellington Management Company, LLP","Aggregate MFs","Investment Managers","LOW","LOW","32.0313","3371","1686","1836","0.19","Investment Advisor/Hedge Fund","Core Value","Active","North America","United States"
"22","ENI.MI","2019-12-31","1997-06-30","0.2081","7564555","117275589.0","Fideuram - Intesa Sanpaolo Private Banking Asset Management SGR S.p.A.","Aggregate MFs","Investment Managers","MED","MED","72.406","9926","2990","3130","0.23","Investment Advisor","Core Value","Active","Europe","Italy"
"23","ENI.MI","2019-12-31","2013-01-31","0.2051","7455090","115578519.92","DWS International GmbH","Aggregate MFs","Investment Managers","LOW","LOW","27.2011","3318","1422","1635","0.04","Investment Advisor",".","Active","Europe","Germany"
"24","ENI.MI","2019-12-31","1997-06-30","0.203","7376514","114360332.38","T. Rowe Price International Ltd","Aggregate MFs","Investment Managers","LOW","LOW","33.1819","6948","3700","3198","0.02","Investment Advisor/Hedge Fund","GARP","Active","Europe","United Kingdom"
"25","ENI.MI","2019-12-31","2007-03-31","0.1963","7133857","110598347.36","Allianz Global Investors GmbH","Aggregate MFs","Investment Managers","HIGH","HIGH","152.8438","6026","2192","3091","0.27","Investment Advisor","GARP","Active","Europe","Germany"
"26","ENI.MI","2019-12-31","2007-03-31","0.1956","7107423","110188533.04","State Street Global Advisors (US)","Aggregate MFs","Investment Managers","LOW","LOW","8.2444","8517","3935","3015","0.44","Investment Advisor/Hedge Fund","Index","Passive","North America","United States"
"27","ENI.MI","2019-12-31","2016-06-30","0.1729","6285168","97440864.55","MFS International Singapore Pte. Ltd","Aggregate MFs","Investment Managers","LOW","LOW","9.786","7571","1942","2542","0.09","Investment Advisor",".","Active","Asia / Pacific","Singapore"
"28","ENI.MI","2019-12-31","1997-03-31","0.1682","6112481","94763645.65","DWS Investment GmbH","Aggregate MFs","Investment Managers","LOW","LOW","43.656","2832","1379","1870","0.26","Investment Advisor/Hedge Fund","GARP","Active","Europe","Germany"
"29","ENI.MI","2019-12-31","2007-03-31","0.1679","6102409","94607496.38","Charles Schwab Investment Management, Inc.","Aggregate MFs","Investment Managers","LOW","LOW","13.7834","2176","760","1498","1.21","Investment Advisor","Index","Passive","North America","United States"
"30","ENI.MI","2019-12-31","1997-01-31","0.1622","5893611","91370437.7","UBS Asset Management (Switzerland)","Aggregate MFs","Investment Managers","LOW","LOW","23.424","2119","1011","1418","0.09","Investment Advisor","Core Value","Active","Europe","Switzerland"
"31","ENI.MI","2019-12-31","2007-03-31","0.1608","5842814","90582916.41","Lazard Asset Management, L.L.C.","Aggregate MFs","Investment Managers","LOW","LOW","43.7663","3140","1938","2020","0.02","Investment Advisor/Hedge Fund","Core Value","Active","North America","United States"
"32","ENI.MI","2019-12-31","1997-03-31","0.1377","5003386","77569009.69","Deka Investment GmbH","Aggregate MFs","Investment Managers","MED","MED","53.4252","875","140","542","0.02","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","Germany"
"33","ENI.MI","2019-12-31","2012-12-31","0.1373","4989746","77357544.64","PGGM Vermogensbeheer B.V.","Aggregate MFs","Investment Managers","LOW","LOW","35.8717","8565","3237","1363","0.04","Pension Fund","GARP","Active","Europe","Netherlands"
"34","ENI.MI","2019-12-31","1997-03-31","0.1194","4338342","67258630.99","Northern Trust Investments, Inc.","Aggregate MFs","Investment Managers","LOW","LOW","13.1702","259","87","225","0.31","Investment Advisor/Hedge Fund","Index","Passive","North America","United States"
"35","ENI.MI","2019-12-31","1997-03-31","0.1193","4336028","67222756.34","Santander Asset Management","Aggregate MFs","Investment Managers","MED","MED","68.5182","5380","1623","4201","0.01","Investment Advisor","Core Growth","Active","Europe","Spain"
"36","ENI.MI","2019-12-31","2007-03-31","0.1182","4297390","66623739.72","INVESCO Asset Management Limited","Aggregate MFs","Investment Managers","LOW","LOW","31.4625","10970","3015","6555","0.43","Investment Advisor/Hedge Fund","Core Value","Active","Europe","United Kingdom"
"37","ENI.MI","2019-12-31","1997-03-31","0.1182","4295236","66590345.6","JPMorgan Asset Management U.K. Limited","Aggregate MFs","Investment Managers","HIGH","HIGH","110.7443","5267","1066","2929","0.47","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","United Kingdom"
"38","ENI.MI","2019-12-31","2002-09-30","0.1179","4286506","66455001.77","Thompson, Siegel & Walmsley LLC","Aggregate MFs","Investment Managers","LOW","LOW","42.7306","1198","341","538","0.32","Investment Advisor","Core Value","Active","North America","United States"
"39","ENI.MI","2019-12-31","1997-12-31","0.1172","4259881","66042226.32","Mondrian Investment Partners Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","27.9835","10473","5692","2982","0.28","Investment Advisor","Deep Value","Active","Europe","United Kingdom"
"40","ENI.MI","2019-12-31","1998-09-30","0.1164","4231132","65596521.86","State Street Global Advisors (UK) Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","43.3461","7245","3598","5366","0.03","Investment Advisor/Hedge Fund","Index","Passive","Europe","United Kingdom"
"41","ENI.MI","2019-10-31","2007-09-30","0.1154","4194543","63465812.4","AG2R La Mondiale Gestion d'Actifs SA","Aggregate MFs","Investment Managers","LOW","LOW","45.4996","5415","2626","4400","0.03","Investment Advisor",".","Active","Europe","France"
"42","ENI.MI","2019-12-31","2000-06-30","0.1096","3982435","61740896.89","Franklin Templeton Investment Management Ltd.","Aggregate MFs","Investment Managers","MED","MED","77.8409","5210","1346","2086","0.05","Investment Advisor/Hedge Fund","Core Value","Active","Europe","United Kingdom"
"43","ENI.MI","2019-12-31","2015-12-31","0.1087","3948816","61219691.34","ARCA Fondi SGR S.p.A","Aggregate MFs","Investment Managers","LOW","LOW","46.8529","5334","1461","2251","0.24","Investment Advisor",".","Active","Europe","Italy"
"44","ENI.MI","2019-03-31","2017-03-31","0.0988","3589416","63429792.11","Florida State Board of Administration","Aggregate MFs","Investment Managers","LOW","LOW","13.7849","6553","1653","3598","0.02","Pension Fund","Index","Passive","North America","United States"
"45","ENI.MI","2019-12-31","2007-03-31","0.0926","3365423","52175172.84","State Street Global Advisors Ireland Limited","Aggregate MFs","Investment Managers","HIGH","HIGH","141.2638","4950","2019","1954","0.58","Investment Advisor","Index","Passive","Europe","Ireland"
"46","ENI.MI","2019-12-31","1998-06-30","0.0876","3183297","49351618.25","TD Asset Management Inc.","Aggregate MFs","Investment Managers","LOW","LOW","33.4034","523","79","214","0.05","Investment Advisor","GARP","Active","North America","Canada"
"47","ENI.MI","2019-12-31","2002-12-31","0.0861","3130314","48530206.75","Pramerica SGR S.p.A._NLE","Aggregate MFs","Investment Managers","LOW","LOW","41.9714","3124","1615","1653","0.01","Investment Advisor/Hedge Fund",".","Active","Europe","Italy"
"48","ENI.MI","2019-12-31","2002-03-31","0.0852","3097810","48026287.38","Allspring Global Investments, LLC","Aggregate MFs","Investment Managers","LOW","LOW","48.6176","5964","1663","1811","0.13","Investment Advisor/Hedge Fund","Core Value","Active","North America","United States"
"49","ENI.MI","2019-12-31","2000-03-31","0.085","3087400","47864898.0","Capfi Delen Asset Management","Aggregate MFs","Investment Managers","MED","MED","78.4615","182","59","104","0.05","Investment Advisor","Growth","Active","Europe","Belgium"
"50","ENI.MI","2019-12-31","2007-12-31","0.0811","2948600","45713039.53","American Century Investment Management, Inc.","Aggregate MFs","Investment Managers","LOW","LOW","43.5634","8761","4606","4977","0.04","Investment Advisor/Hedge Fund","Core Growth","Active","North America","United States"
"51","ENI.MI","2019-12-31","2003-12-31","0.0788","2863998","44401429.08","Mellon Investments Corporation","Aggregate MFs","Investment Managers","LOW","LOW","25.9689","4722","1572","3939","0.03","Investment Advisor/Hedge Fund","GARP","Active","North America","United States"
"52","ENI.MI","2019-12-31","1997-06-30","0.0778","2826171","43814985.63","Nuveen LLC","Aggregate MFs","Investment Managers","LOW","LOW","32.1835","4553","573","1201","0.22","Pension Fund","GARP","Active","North America","United States"
"53","ENI.MI","2019-12-31","2007-11-30","0.077","2800000","43409248.69","Capital Research Global Investors","Aggregate MFs","Investment Managers","LOW","LOW","26.3932","6016","3451","3635","0.03","Investment Advisor","Growth","Active","North America","United States"
"54","ENI.MI","2019-12-31","1997-12-31","0.075","2725112","42248237.32","Generali Insurance Asset Management S.p.A. SGR","Aggregate MFs","Investment Managers","MED","MED","66.2534","7567","2623","1976","0.02","Investment Advisor","GARP","Active","Europe","Italy"
"55","ENI.MI","2019-12-31","1997-06-30","0.0742","2697183","41815245.57","AXA Investment Managers Paris","Aggregate MFs","Investment Managers","LOW","LOW","35.0757","1158","310","667","0.02","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","France"
"56","ENI.MI","2019-12-31","2012-12-31","0.0734","2667830","41360177.11","Azimut Capital Management Sgr SpA","Aggregate MFs","Investment Managers","MED","MED","83.6727","6948","810","1545","0.05","Investment Advisor/Hedge Fund","Hedge Fund","Active","Europe","Italy"
"57","ENI.MI","2018-06-30","2003-03-31","0.0733","2664280","49510581.67","Sjunde AP-fonden","Aggregate MFs","Investment Managers",".",".",".","1702","173","951","0.36","Pension Fund","Growth","Active","Europe","Sweden"
"58","ENI.MI","2019-12-31","2013-09-30","0.0719","2611625","40488813.96","Dodge & Cox","Aggregate MFs","Investment Managers","LOW","LOW","18.7161","5939","2332","2740","0.1","Investment Advisor/Hedge Fund","Deep Value","Active","North America","United States"
"59","ENI.MI","2019-12-31","1997-09-30","0.0709","2578337","39972740.01","Credit Suisse Asset Management","Aggregate MFs","Investment Managers","LOW","LOW","22.0437","6619","3534","4145","0.06","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","Switzerland"
"60","ENI.MI","2019-12-31","2007-03-31","0.0679","2466687","38241796.22","UBS Asset Management (UK) Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","43.8896","1508","822","1222","0.05","Investment Advisor","Core Value","Active","Europe","United Kingdom"
"61","ENI.MI","2019-12-31","2007-03-31","0.0645","2344564","36348486.33","HSBC Global Asset Management (UK) Limited","Aggregate MFs","Investment Managers","LOW","LOW","47.9035","301","16","388","0.29","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","United Kingdom"
"62","ENI.MI","2019-12-31","1997-06-30","0.0605","2198481","34083717.31","Danske Bank Asset Management","Aggregate MFs","Investment Managers","MED","MED","66.0267","4896","1922","3462","0.08","Investment Advisor","Core Growth","Active","Europe","Denmark"
"63","ENI.MI","2018-12-31","2006-09-30","0.0598","2175035","34196426.45","Lyxor Asset Management_NLE","Aggregate MFs","Investment Managers","LOW","LOW","3.0108","5998","3412","2110","0.1","Investment Advisor/Hedge Fund",".","Passive","Europe","France"
"64","ENI.MI","2019-12-31","2014-12-31","0.0591","2146451","33277080.45","Vanguard Investments Australia Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","18.0733","2036","776","1390","0.33","Investment Advisor","Index","Passive","Asia / Pacific","Australia"
"65","ENI.MI","2019-12-31","1997-12-31","0.0585","2126974","32975122.61","Brandes Investment Partners, L.P.","Aggregate MFs","Investment Managers","LOW","LOW","29.8339","772","626","833","0.03","Investment Advisor","Core Value","Active","North America","United States"
"66","ENI.MI","2019-12-31","2004-02-29","0.0541","1967042","30495648.34","T. Rowe Price Associates, Inc.","Aggregate MFs","Investment Managers","LOW","LOW","25.0515","3248","1594","1662","0.16","Investment Advisor","GARP","Active","North America","United States"
"67","ENI.MI","2019-12-31","2018-09-30","0.054","1962280","30421821.61","Vanguard Global Advisers LLC","Aggregate MFs","Investment Managers","LOW","LOW","14.1746","2916","1744","1615","0.31","Investment Advisor",".","Passive","North America","United States"
"68","ENI.MI","2019-12-31","1997-03-31","0.0527","1916082","29705600.01","Fidelity International","Aggregate MFs","Investment Managers","LOW","LOW","46.2796","4598","1870","3715","0.17","Investment Advisor","Core Growth","Active","Europe","United Kingdom"
"69","ENI.MI","2019-12-31","2007-03-31","0.0512","1861221","28855073.3","JP Morgan Asset Management","Aggregate MFs","Investment Managers","LOW","LOW","43.0094","4385","2668","1780","0.18","Investment Advisor","GARP","Active","North America","United States"
"70","ENI.MI","2019-12-31","2010-12-31","0.051","1854286","28747557.9","Oldfield Partners LLP","Aggregate MFs","Investment Managers","LOW","LOW","22.3224","4838","2452","1259","0.04","Investment Advisor","Core Value","Active","Europe","United Kingdom"
"71","ENI.MI","2019-12-31","2007-03-31","0.0488","1773593","27496549.86","Legal & General Investment Management Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","16.7063","4462","2415","2468","0.09","Investment Advisor/Hedge Fund","Index","Passive","Europe","United Kingdom"
"72","ENI.MI","2019-12-31","2007-12-31","0.0478","1736818","26926415.89","ABN AMRO Investment Solutions (AAIS)","Aggregate MFs","Investment Managers","MED","MED","65.1588","614","554","477","0.03","Investment Advisor","Growth","Active","Europe","France"
"73","ENI.MI","2019-12-31","1997-03-31","0.0459","1667804","25856470.93","Amundi Deutschland GmbH","Aggregate MFs","Investment Managers","HIGH","HIGH","270.8731","2267","484","1091","0.1","Investment Advisor","Core Growth","Active","Europe","Germany"
"74","ENI.MI","2019-12-31","2012-10-31","0.0454","1650292","25584977.08","DNCA Investments","Aggregate MFs","Investment Managers","MED","MED","51.8154","370","44","487","0.01","Investment Advisor","GARP","Active","Europe","France"
"75","ENI.MI","2019-12-31","2000-06-30","0.0452","1643181","25474733.09","Northern Trust Global Investments Limited","Aggregate MFs","Investment Managers","LOW","LOW","26.0783","4514","2034","3578","0.02","Investment Advisor","Core Growth","Active","Europe","United Kingdom"
"76","ENI.MI","2019-12-31","1997-12-31","0.0451","1640810","25437974.76","Caisse de Depot et Placement du Quebec","Aggregate MFs","Investment Managers","LOW","LOW","28.1773","136","33","256","0.03","Pension Fund","GARP","Active","North America","Canada"
"77","ENI.MI","2019-12-31","2006-12-31","0.0444","1612522","24999417.32","Kairos Investment Management Limited","Aggregate MFs","Investment Managers","MED","MED","62.5725","3893","1365","3571","0.22","Investment Advisor/Hedge Fund","Core Value","Active","Europe","United Kingdom"
"78","ENI.MI","2019-12-31","2001-09-30","0.0439","1595415","24734202.32","Zürcher Kantonalbank (Asset Management)","Aggregate MFs","Investment Managers","LOW","LOW","34.9518","2716","502","1257","0.01","Bank and Trust","Growth","Active","Europe","Switzerland"
"79","ENI.MI","2019-12-31","1997-09-30","0.0427","1550985","24045390.56","La Banque Postale Asset Management","Aggregate MFs","Investment Managers","MED","MED","71.479","1003","617","972","1.29","Investment Advisor","Core Growth","Active","Europe","France"
"80","ENI.MI","2019-12-31","2002-12-31","0.0423","1537816","23841227.56","Setanta Asset Management Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","21.1706","676","307","797","0.09","Investment Advisor","Core Value","Active","Europe","Ireland"
"81","ENI.MI","2019-12-31","2003-09-30","0.0395","1435091","22248650.75","Degroof Petercam Asset Management","Aggregate MFs","Investment Managers","LOW","LOW","41.7713","380","158","397","0.23","Investment Advisor","GARP","Active","Europe","Belgium"
"82","ENI.MI","2018-09-30","1999-03-31","0.0374","1360530","25714359.71","Edmond de Rothschild Asset Management (France) S.A.","Aggregate MFs","Investment Managers","LOW","LOW","28.6089","4685","1562","3677","0.21","Investment Advisor","Core Value","Active","Europe","France"
"83","ENI.MI","2019-12-31","1997-06-30","0.0356","1294505","20069103.38","Rothschild & Co Asset Management Europe SCS","Aggregate MFs","Investment Managers","LOW","LOW","9.1828","1394","734","860","0.09","Investment Advisor","GARP","Active","Europe","France"
"84","ENI.MI","2019-12-31","1997-03-31","0.0351","1274757","19762944.15","BNP Paribas Asset Management France SAS","Aggregate MFs","Investment Managers","MED","MED","78.5796","5191","2480","3081","1.96","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","France"
"85","ENI.MI","2019-12-31","1997-03-31","0.0345","1252395","19416259.29","Ninety One UK Limited","Aggregate MFs","Investment Managers","LOW","LOW","48.0725","631","225","684","0.3","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","United Kingdom"
"86","ENI.MI","2019-12-31","2019-06-30","0.0332","1207009","18712626.37","BMO Asset Management U.S.","Aggregate MFs","Investment Managers","MED","MED","69.6715","3638","1228","1180","0.03","Investment Advisor","Core Value","Passive","North America","United States"
"87","ENI.MI","2019-12-31","2009-10-31","0.0328","1193161","18497936.63","AQR Capital Management, LLC","Aggregate MFs","Investment Managers","MED","MED","66.3791","6052","3483","2730","0.01","Investment Advisor/Hedge Fund","Hedge Fund","Passive","North America","United States"
"88","ENI.MI","2019-12-31","1997-06-30","0.0327","1187740","18413893.23","Allianz Global Investors France","Aggregate MFs","Investment Managers","MED","MED","82.0136","62","4","12","0.57","Investment Advisor","GARP","Active","Europe","France"
"89","ENI.MI","2019-12-31","2015-10-31","0.0319","1158906","17966870.98","DBX Advisors LLC.","Aggregate MFs","Investment Managers","HIGH","HIGH","113.5914","269","102","266","0.01","Investment Advisor",".","Active","North America","United States"
"90","ENI.MI","2019-12-31","2010-06-30","0.0315","1145040","17751902.18","Franklin Advisers, Inc.","Aggregate MFs","Investment Managers","LOW","LOW","35.0424","1864","730","1414","0.16","Investment Advisor/Hedge Fund","Income Value","Active","North America","United States"
"91","ENI.MI","2019-12-31","1997-06-30","0.0305","1107893","17176000.98","Candriam Belgium S.A.","Aggregate MFs","Investment Managers","MED","MED","62.8484","1529","683","1104","0.9","Investment Advisor/Hedge Fund","GARP","Active","Europe","Belgium"
"92","ENI.MI","2019-09-30","2000-06-30","0.0295","1070681","16375258.45","McKinley Capital Management, LLC","Aggregate MFs","Investment Managers","MED","MED","83.9228","4653","1942","3428","0.17","Investment Advisor/Hedge Fund","Growth","Active","North America","United States"
"93","ENI.MI","2019-12-31","1998-09-30","0.0295","1070681","16599092.07","Macquarie Investment Management","Aggregate MFs","Investment Managers","LOW","LOW","41.6938","2350","604","1927","0.0","Investment Advisor","Growth","Active","North America","United States"
"94","ENI.MI","2019-12-31","1999-06-30","0.0294","1069413","16579433.88","Eurizon Capital S.A.","Aggregate MFs","Investment Managers","MED","MED","93.1929","1578","982","1881","0.04","Investment Advisor","Core Value","Active","Europe","Luxembourg"
"95","ENI.MI","2019-12-31","2012-04-30","0.0293","1066064","16527513.32","Seven Investment Management LLP","Aggregate MFs","Investment Managers","MED","MED","98.9646","5495","2536","2895","0.01","Investment Advisor","Hedge Fund","Active","Europe","United Kingdom"
"96","ENI.MI","2019-12-31","2011-03-31","0.0289","1050000","16278468.26","Fidecum AG","Aggregate MFs","Investment Managers","LOW","LOW","47.8148","2645","1753","1588","0.07","Investment Advisor",".","Active","Europe","Germany"
"97","ENI.MI","2019-12-31","1997-12-31","0.0285","1035325","16050957.28","ACTIAM N.V.","Aggregate MFs","Investment Managers","HIGH","HIGH","147.5114","2084","738","882","0.04","Investment Advisor","Income Value","Active","Europe","Netherlands"
"98","ENI.MI","2019-12-31","1998-09-30","0.0282","1026524","15914512.71","Irish Life Investment Managers Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","28.7508","166","49","180","0.01","Investment Advisor","Core Value","Active","Europe","Ireland"
"99","ENI.MI","2019-12-31","2010-12-31","0.0278","1010616","15667886.17","LOYS AG","Aggregate MFs","Investment Managers","MED","MED","52.2186","902","174","660","0.04","Investment Advisor/Hedge Fund","Hedge Fund","Active","Europe","Germany"
"100","ENI.MI","2019-12-31","2004-03-31","0.0274","994891","15424096.73","Franklin Templeton Fixed Income Group","Aggregate MFs","Investment Managers","MED","MED","62.1913","4769","1687","3356","0.06","Investment Advisor",".","Active","North America","United States"
"101","ENI.MI","2019-12-31","2001-09-30","0.0274","994186","15413166.9","Santalucia AM, S.G.I.I.C","Aggregate MFs","Investment Managers","MED","MED","57.9821","9336","2505","3333","0.12","Investment Advisor","Core Value","Active","Europe","Spain"
"102","ENI.MI","2019-12-31","2016-06-30","0.0268","972519","15077256.83","Mediolanum Asset Management Limited","Aggregate MFs","Investment Managers","MED","MED","61.8706","8594","3384","6281","0.1","Investment Advisor",".","Active","Europe","Ireland"
"103","ENI.MI","2019-12-31","1998-09-30","0.0267","971595","15062931.78","CPR Asset Management","Aggregate MFs","Investment Managers","MED","MED","71.3046","403","42","177","0.09","Investment Advisor","Core Growth","Active","Europe","France"
"104","ENI.MI","2019-12-31","2007-03-31","0.0266","967924","15006019.15","Voya Investment Management LLC","Aggregate MFs","Investment Managers","MED","MED","50.4668","2729","892","2271","0.01","Investment Advisor/Hedge Fund","Core Growth","Active","North America","United States"
"105","ENI.MI","2019-12-31","1997-12-31","0.0263","957197","14839715.22","Storebrand Kapitalforvaltning AS","Aggregate MFs","Investment Managers","LOW","LOW","25.4353","3342","1329","2644","0.12","Investment Advisor","GARP","Active","Europe","Norway"
"106","ENI.MI","2019-12-31","1999-12-31","0.0259","941357","14594142.9","AllianceBernstein L.P.","Aggregate MFs","Investment Managers","LOW","LOW","34.1066","1719","717","1608","0.01","Investment Advisor/Hedge Fund","Core Growth","Active","North America","United States"
"107","ENI.MI","2019-12-31","1997-06-30","0.024","873363","13540011.31","Pictet Asset Management Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","39.3259","4328","2430","3266","0.08","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","United Kingdom"
"108","ENI.MI","2019-12-31","2011-02-28","0.024","871730","13514694.41","Assenagon Asset Management S.A.","Aggregate MFs","Investment Managers","HIGH","HIGH","213.8641","1465","363","517","0.55","Investment Advisor","Index","Passive","Europe","Germany"
"109","ENI.MI","2019-12-31","2007-06-30","0.0239","867692","13452092.08","Invesco Capital Management LLC","Aggregate MFs","Investment Managers","MED","MED","55.5666","538","149","292","1.29","Investment Advisor","Index","Passive","North America","United States"
