"","Instrument","Holdings Filing Date","Earliest Holdings Date","Holdings Pct Of Traded Shares Held","Investor Shares Held","Holdings Value Held","Investor Full Name","Holdings Filing Type","Investor Parent Type Description","Investor Turnover","Investor Turnover code","Investor Turnover %","Investor Portfolio Number Of Securities Held","Investor Portfolio Num Of  Securities Bought","Investor Portfolio Number Of Securities Sold","Holdings Percent of  Portfolio","Investor Type Description","Investor Investment Style Code","Investor Investment Orientation","Investor Address Region","Investor Address Country"
"177","ENI.MI","2018-12-31","2017-06-30","0.0101","367000","5770047.4","Brookfield Asset Management, Inc.","Aggregate MFs","Investment Managers","LOW","LOW","12.1121","125","28","127","0.0","Investment Advisor","Yield","Active","North America","Canada"
"178","ENI.MI","2018-12-31","2018-12-31","0.0101","367000","5770062.78","Brookfield Public Securities Group LLC","Aggregate MFs","Investment Managers","MED","MED","53.2488","567","197","126","0.05","Investment Advisor/Hedge Fund","Income Value","Active","North America","United States"
"179","ENI.MI","2019-05-31","1997-03-31","0.0101","366263","5554273.08","Deka Vermögensmanagement GmbH","Aggregate MFs","Investment Managers","HIGH","HIGH","110.33","319","103","132","0.27","Investment Advisor","Core Growth","Active","Europe","Germany"
"180","ENI.MI","2019-12-31","2003-06-30","0.0099","361574","5605591.32","Eaton Vance Management","Aggregate MFs","Investment Managers","LOW","LOW","26.6723","87","13","82","0.02","Investment Advisor/Hedge Fund","Mixed Style","Active","North America","United States"
"181","ENI.MI","2019-12-31","1997-03-31","0.0098","354642","5498122.42","BBVA Asset Management, S.A., S.G.I.I.C.","Aggregate MFs","Investment Managers","MED","MED","67.7762","220","38","258","0.0","Investment Advisor","Core Value","Active","Europe","Spain"
"182","ENI.MI","2019-12-31","1997-06-30","0.0096","350687","5436806.85","Etoile Gestion S.A.","Aggregate MFs","Investment Managers","MED","MED","50.4376","939","290","334","0.01","Investment Advisor","Core Growth","Active","Europe","France"
"183","ENI.MI","2019-12-31","1998-03-31","0.0096","348208","5398374.17","Ibercaja Gestión S.G.I.I.C., S.A.","Aggregate MFs","Investment Managers","MED","MED","60.0901","58","1","103","0.4","Investment Advisor","Growth","Active","Europe","Spain"
"184","ENI.MI","2018-12-31","2017-03-31","0.0094","341480","5368831.17","Xact Kapitalforvaltning AB","Aggregate MFs","Investment Managers","LOW","LOW","44.7719","219","49","129","0.0","Investment Advisor","Index","Passive","Europe","Sweden"
"185","ENI.MI","2019-12-31","2011-09-30","0.0091","330000","5116090.02","Helvetia Versicherungen","Aggregate MFs","Investment Managers","LOW","LOW","3.5796","797","487","132","0.26","Insurance Company","GARP","Active","Europe","Switzerland"
"186","ENI.MI","2019-12-31","2016-10-31","0.009","328810","5097641.09","Pacer Advisors, Inc.","Aggregate MFs","Investment Managers","HIGH","HIGH","146.5941","2644","757","1416","0.11","Investment Advisor","Index","Passive","North America","United States"
"187","ENI.MI","2019-12-31","1998-03-31","0.0085","309725","4801760.55","Siemens Fonds Invest GmbH","Aggregate MFs","Investment Managers","LOW","LOW","42.8937","41","1","10","0.47","Investment Advisor","Core Growth","Active","Europe","Germany"
"188","ENI.MI","2019-12-31","1997-03-31","0.0084","307040","4760134.18","Credit Suisse Asset Management Funds S.p.A.","Aggregate MFs","Investment Managers","MED","MED","67.5993","525","44","305","0.08","Investment Advisor","Growth","Active","Europe","Italy"
"189","ENI.MI","2019-12-31","2013-05-31","0.0084","305763","4740336.47","Hexavest Inc._NLE","Aggregate MFs","Investment Managers","MED","MED","79.4126","862","455","564","0.23","Investment Advisor/Hedge Fund",".","Active","North America","Canada"
"190","ENI.MI","2019-12-31","1997-03-31","0.0084","305557","4737142.79","Putnam Investment Management, L.L.C.","Aggregate MFs","Investment Managers","LOW","LOW","34.4809","150","18","51","0.02","Investment Advisor/Hedge Fund","Core Growth","Active","North America","United States"
"191","ENI.MI","2019-12-31","2009-03-31","0.0084","304154","4715391.65","Commerzbank AG","Aggregate MFs","Investment Managers","LOW","LOW","39.154","5851","2193","4425","0.07","Bank and Trust","Index","Passive","Europe","Germany"
"192","ENI.MI","2019-12-31","2019-06-30","0.0084","303783","4709639.93","Serafin Asset Management AG","Aggregate MFs","Investment Managers","MED","MED","64.8377","3640","1120","2683","0.02","Investment Advisor",".","Active","Europe","Switzerland"
"193","ENI.MI","2019-12-31","2000-12-31","0.0083","300318","4655920.98","Lingohr & Partner Asset Management GmbH","Aggregate MFs","Investment Managers","HIGH","HIGH","129.8343","2039","839","1647","0.01","Investment Advisor","Core Value","Active","Europe","Germany"
"194","ENI.MI","2019-09-30","2015-06-30","0.0083","299825","4585597.26","Redwheel","Aggregate MFs","Investment Managers","LOW","LOW","38.0441","532","36","313","0.0","Investment Advisor/Hedge Fund","Hedge Fund","Active","Europe","United Kingdom"
"195","ENI.MI","2019-12-31","1997-03-31","0.0082","299532","4643735.38","First Private Investment Management KAG mbH","Aggregate MFs","Investment Managers","MED","MED","70.9694","122","15","95","0.01","Investment Advisor","Core Growth","Active","Europe","Germany"
"196","ENI.MI","2019-12-31","2009-12-31","0.0082","296614","4598496.75","Alps Advisors, Inc.","Aggregate MFs","Investment Managers","LOW","LOW","38.6267","244","3","140","0.02","Investment Advisor/Hedge Fund","Index","Passive","North America","United States"
"197","ENI.MI","2019-12-31","1998-06-30","0.0081","295139","4575629.37","OP Varainhoito Oy","Aggregate MFs","Investment Managers","HIGH","HIGH","120.7677","615","199","729","0.2","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","Finland"
"198","ENI.MI","2019-12-31","1997-03-31","0.008","289310","4485260.62","Insight Investment Management (Global) Limited","Aggregate MFs","Investment Managers","LOW","LOW","44.3783","4287","1184","2940","0.11","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","United Kingdom"
"199","ENI.MI","2019-12-31","2009-03-31","0.0079","288226","4468455.04","QS Investors, LLC_NLE","Aggregate MFs","Investment Managers","LOW","LOW","42.8131","44","7","45","0.53","Investment Advisor/Hedge Fund",".","Passive","North America","United States"
"200","ENI.MI","2019-12-31","2002-12-31","0.0079","287902","4463431.97","Tredje AP Fonden","Aggregate MFs","Investment Managers","MED","MED","65.6706","6023","2135","4669","0.3","Pension Fund","Core Growth","Active","Europe","Sweden"
"201","ENI.MI","2019-12-31","2000-09-30","0.0076","274669","4258276.76","Ampega Investment GmbH","Aggregate MFs","Investment Managers","LOW","LOW","31.9573","747","200","544","0.86","Investment Advisor","GARP","Active","Europe","Germany"
"202","ENI.MI","2019-12-31","2014-03-31","0.0073","265338","4113615.44","Callan LLC","Aggregate MFs","Investment Managers","LOW","LOW","17.4246","766","110","388","0.0","Investment Advisor/Hedge Fund","GARP","Active","North America","United States"
"203","ENI.MI","2019-12-31","2011-06-30","0.0073","265186","4111258.94","VanEck Asset Management B.V.","Aggregate MFs","Investment Managers","LOW","LOW","29.8694","108","4","37","0.26","Investment Advisor","Index","Passive","Europe","Netherlands"
"204","ENI.MI","2019-12-31","1997-06-30","0.0073","264586","4101956.95","SunAmerica Asset Management, LLC","Aggregate MFs","Investment Managers","LOW","LOW","30.0163","234","59","462","0.01","Investment Advisor","Growth","Active","North America","United States"
"205","ENI.MI","2019-12-31","1998-03-31","0.0071","259417","4021820.38","Nomura Asset Management (UK) Ltd.","Aggregate MFs","Investment Managers","HIGH","HIGH","151.4958","271","49","92","0.0","Investment Advisor","Core Growth","Active","Europe","United Kingdom"
"206","ENI.MI","2019-12-31","2007-12-28","0.0069","249667","3870663.18","Kairos Partners SGR S.p.A.","Aggregate MFs","Investment Managers","MED","MED","86.245","715","179","806","0.0","Investment Advisor/Hedge Fund","GARP","Active","Europe","Italy"
"207","ENI.MI","2019-12-31","2000-06-30","0.0068","245946","3812975.38","Swiss Life Asset Management","Aggregate MFs","Investment Managers","MED","MED","67.585","5659","1706","4132","0.06","Investment Advisor","Index","Passive","Europe","Switzerland"
"208","ENI.MI","2019-12-31","2000-09-30","0.0068","245470","3805595.81","G.I.I.C. Fineco S.G.I.I.C, S.A.U.","Aggregate MFs","Investment Managers","MED","MED","60.0433","518","209","1008","0.06","Investment Advisor","Growth","Active","Europe","Spain"
"209","ENI.MI","2019-03-31","2015-06-30","0.0067","245000","4329478.41","ERSEL Gestion Internationale S.A.","Aggregate MFs","Investment Managers","MED","MED","66.5774","499","47","182","0.06","Investment Advisor",".","Active","Europe","Luxembourg"
"210","ENI.MI","2019-12-31","1997-09-30","0.0066","239572","3714157.33","AMUNDI IBERIA SGIIC SA","Aggregate MFs","Investment Managers","MED","MED","92.499","278","78","635","0.07","Investment Advisor","Growth","Active","Europe","Spain"
"211","ENI.MI","2019-12-31","2000-09-30","0.0065","236516","3666779.24","Santander Asset Management - S.G.F.I.M., S.A","Aggregate MFs","Investment Managers","MED","MED","70.3523","1955","551","1618","0.09","Investment Advisor",".","Active","Europe","Portugal"
"212","ENI.MI","2018-12-31","1998-06-30","0.0064","233020","3663596.81","Merian Global Investors (UK) Limited_NLE","Aggregate MFs","Investment Managers","MED","MED","62.2344","333","193","249","0.07","Investment Advisor/Hedge Fund",".","Active","Europe","United Kingdom"
"213","ENI.MI","2019-12-31","2007-03-31","0.0064","231772","3593231.57","Mackenzie Financial Corporation","Aggregate MFs","Investment Managers","MED","MED","55.785","235","92","223","0.06","Investment Advisor/Hedge Fund","Core Growth","Active","North America","Canada"
"214","ENI.MI","2019-12-31","2014-03-31","0.0062","226902","3517730.48","Vident Investment Advisory, LLC","Aggregate MFs","Investment Managers","MED","MED","81.2446","1324","213","1258","0.05","Investment Advisor",".","Active","North America","United States"
"215","ENI.MI","2019-09-30","2015-12-31","0.0062","224496","3433497.02","Dorval Asset Management","Aggregate MFs","Investment Managers","LOW","LOW","48.1444","1751","625","1660","0.08","Investment Advisor","GARP","Active","Europe","France"
"216","ENI.MI","2019-12-31","2003-06-30","0.0061","223258","3461236.44","Edinburgh Partners Limited","Aggregate MFs","Investment Managers","MED","MED","57.049","4760","2308","2487","0.01","Investment Advisor","Core Value","Active","Europe","United Kingdom"
"217","ENI.MI","2019-12-31","2003-09-30","0.0058","210593","3264887.11","DNB Asset Management AS","Aggregate MFs","Investment Managers","MED","MED","53.6602","76","5","115","0.12","Investment Advisor/Hedge Fund","Growth","Active","Europe","Norway"
"218","ENI.MI","2019-12-31","2000-12-31","0.0057","206890","3207478.38","Warburg Invest AG","Aggregate MFs","Investment Managers","MED","MED","74.7785","761","117","527","0.8","Investment Advisor","GARP","Active","Europe","Germany"
"219","ENI.MI","2019-06-30","2016-09-30","0.0056","203919","3385900.14","Hirtle, Callaghan & Co., LLC","Aggregate MFs","Investment Managers","LOW","LOW","7.9748","601","118","326","0.01","Investment Advisor/Hedge Fund","Hedge Fund","Active","North America","United States"
"220","ENI.MI","2019-06-30","1997-06-30","0.0055","200000","3320828.5","Symphonia SGR Spa","Aggregate MFs","Investment Managers","LOW","LOW","31.7538","179","48","32","0.03","Investment Advisor/Hedge Fund","Momentum","Active","Europe","Italy"
"221","ENI.MI","2019-05-31","1999-09-30","0.0053","191092","2897855.23","Security Kapitalanlage AG","Aggregate MFs","Investment Managers","LOW","LOW","8.6348","593","158","560","0.01","Investment Advisor","Index","Passive","Europe","Austria"
"222","ENI.MI","2019-09-30","2003-03-31","0.0052","190648","2915817.38","BOCI-Prudential Asset Management Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","40.4508","935","368","790","0.03","Investment Advisor","Core Value","Active","Asia / Pacific","Hong Kong"
"223","ENI.MI","2019-12-31","2002-09-30","0.0052","189400","2936325.61","Gesprofit S.A. S.G.I.I.C.","Aggregate MFs","Investment Managers","LOW","LOW","0.0","323","37","166","0.76","Investment Advisor","Core Growth","Active","Europe","Spain"
"224","ENI.MI","2019-12-31","2001-06-30","0.0052","188320","2919582.04","Nordea Investment Management AB (Denmark)","Aggregate MFs","Investment Managers","MED","MED","61.012","179","32","78","0.46","Investment Advisor","Core Value","Active","Europe","Denmark"
"225","ENI.MI","2019-12-31","2008-03-31","0.005","181817","2818764.06","IQAM Invest GmbH","Aggregate MFs","Investment Managers","HIGH","HIGH","120.9865","1246","448","829","7.26","Investment Advisor/Hedge Fund","Hedge Fund","Active","Europe","Austria"
"226","ENI.MI","2019-10-31","2010-08-31","0.005","180000","2723502.0","Conservateur Gestion Valor SA","Aggregate MFs","Investment Managers","MED","MED","81.7307","376","16","148","0.77","Investment Advisor",".","Active","Europe","France"
"227","ENI.MI","2019-12-31","2007-09-30","0.0049","178504","2767401.62","3 Banken-Generali Investment-Gesellschaft mbH","Aggregate MFs","Investment Managers",".",".",".","884","565","909","0.89","Investment Advisor",".","Active","Europe","Austria"
"228","ENI.MI","2019-12-31","1997-03-31","0.0048","175289","2717558.5","Metropolitan Life Insurance Co. (US)","Aggregate MFs","Investment Managers","LOW","LOW","11.8764","2639","742","2655","0.02","Insurance Company","Index","Passive","North America","United States"
"229","ENI.MI","2019-12-31","2001-03-31","0.0047","170956","2650382.69","AXA Rosenberg Investment Management Ltd.","Aggregate MFs","Investment Managers","MED","MED","67.9","2251","599","1171","0.0","Investment Advisor/Hedge Fund","Core Value","Passive","Europe","United Kingdom"
"230","ENI.MI","2019-12-31","2019-08-31","0.0047","170000","2635561.53","Banor SIM S.p.A.","Aggregate MFs","Investment Managers","HIGH","HIGH","143.1192","1470","635","198","1.74","Investment Advisor/Hedge Fund","Deep Value","Active","Europe","Italy"
"231","ENI.MI","2019-12-31","2019-10-31","0.0047","169626","2629763.29","River and Mercantile Asset Management LLP","Aggregate MFs","Investment Managers","MED","MED","51.4722","899","133","721","0.01","Investment Advisor/Hedge Fund","Core Value","Active","Europe","United Kingdom"
"232","ENI.MI","2019-12-31","2000-09-30","0.0046","168579","2613531.33","Gesnorte, S.A.","Aggregate MFs","Investment Managers","LOW","LOW","31.9051","103","43","213","0.01","Investment Advisor","Core Growth","Active","Europe","Spain"
"233","ENI.MI","2019-12-31","2018-01-31","0.0046","168100","2606105.25","Sanditon Asset Management Limited","Aggregate MFs","Investment Managers","HIGH","HIGH","128.8549","4858","1709","2501","0.01","Investment Advisor/Hedge Fund","Hedge Fund","Active","Europe","United Kingdom"
"234","ENI.MI","2019-12-31","1997-12-31","0.0045","163180","2529829.0","Nykredit Bank AS","Aggregate MFs","Investment Managers","MED","MED","98.5953","84","2","149","0.02","Bank and Trust","Growth","Active","Europe","Denmark"
"235","ENI.MI","2019-12-31","1997-03-31","0.0044","159197","2468079.34","Goldman Sachs Asset Management International","Aggregate MFs","Investment Managers","HIGH","HIGH","106.5981","26","3","34","0.0","Investment Advisor","Growth","Active","Europe","United Kingdom"
"236","ENI.MI","2019-12-31","2014-12-31","0.0042","153185","2374873.49","HanseMerkur Trust AG","Aggregate MFs","Investment Managers","MED","MED","98.4156","94","61","350","0.06","Investment Advisor",".","Active","Europe","Germany"
"237","ENI.MI","2019-03-31","2011-03-31","0.0042","151941","2685001.14","Gaspal Gestion","Aggregate MFs","Investment Managers",".",".",".","165","136","104","0.07","Investment Advisor",".","Active","Europe","France"
"238","ENI.MI","2019-12-31","1999-06-30","0.0042","151100","2342549.1","Renta 4 Gestora, S.G.I.I.C., S.A.","Aggregate MFs","Investment Managers","MED","MED","97.4938","2391","723","935","0.1","Investment Advisor","GARP","Active","Europe","Spain"
"239","ENI.MI","2018-07-31","2017-10-31","0.0041","150042","2888008.42","Aventicum Capital Management","Aggregate MFs","Investment Managers",".",".",".","648","86","751","0.01","Investment Advisor/Hedge Fund","Core Value","Active","Europe","Switzerland"
"240","ENI.MI","2019-12-31","2010-03-31","0.0041","148643","2304457.48","Degussa Bank AG","Aggregate MFs","Investment Managers","LOW","LOW","32.6513","99","59","262","4.05","Bank and Trust","GARP","Active","Europe","Germany"
"241","ENI.MI","2019-12-31","2007-03-31","0.0041","147619","2288582.1","O'Shaughnessy Asset Management, LLC","Aggregate MFs","Investment Managers","MED","MED","73.212","1825","330","948","0.0","Investment Advisor","Core Growth","Active","North America","United States"
"242","ENI.MI","2019-12-31","2011-03-31","0.0039","141066","2186988.96","IndexIQ Advisors LLC","Aggregate MFs","Investment Managers","HIGH","HIGH","133.892","753","220","718","0.57","Investment Advisor/Hedge Fund","Index","Passive","North America","United States"
"243","ENI.MI","2019-03-31","2019-03-31","0.0039","140957","2490899.13","Margetts Fund Management Limited","Aggregate MFs","Investment Managers","MED","MED","70.7482","2748","1123","3295","0.05","Investment Advisor","Growth","Active","Europe","United Kingdom"
"244","ENI.MI","2019-12-31","2014-08-31","0.0038","139500","2162710.78","SOPRARNO SGR S.p.A.","Aggregate MFs","Investment Managers","MED","MED","90.2712","179","24","88","0.0","Investment Advisor",".","Active","Europe","Italy"
"245","ENI.MI","2019-12-31","2018-05-31","0.0037","135458","2100046.43","ETF Architect","Aggregate MFs","Investment Managers","HIGH","HIGH","141.122","342","115","327","0.73","Investment Advisor",".","Active","North America","United States"
"246","ENI.MI","2019-08-31","2007-09-30","0.0037","135335","2034486.59","Swiss Life Asset Managers France","Aggregate MFs","Investment Managers","MED","MED","68.0185","1497","276","386","0.03","Investment Advisor","Core Value","Active","Europe","France"
"247","ENI.MI","2019-12-31","2000-12-31","0.0036","130985","2030700.16","Sydinvest","Aggregate MFs","Investment Managers","HIGH","HIGH","99.8729","1114","1018","309","0.89","Investment Advisor","Core Growth","Active","Europe","Denmark"
"248","ENI.MI","2019-12-31","2001-06-30","0.0036","130680","2025971.65","Templeton Asset Management Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","32.7779","2280","1445","1059","0.0","Investment Advisor","Core Value","Active","Asia / Pacific","Singapore"
"249","ENI.MI","2019-12-31","2013-08-31","0.0036","130460","2022560.92","Generali Investments Partners S.p.A. SGR","Aggregate MFs","Investment Managers","HIGH","HIGH","136.1877","382","111","378","0.02","Investment Advisor",".","Active","Europe","Italy"
"250","ENI.MI","2019-12-31","2017-11-30","0.0035","127908","1982996.49","Franklin Templeton Portfolio Advisors, Inc","Aggregate MFs","Investment Managers","MED","MED","54.6363","2656","1605","1472","0.02","Investment Advisor","Yield","Active","North America","United States"
"251","ENI.MI","2019-12-31","2018-06-30","0.0035","127379","1974795.25","First Asset Investment Management, Inc._NLE","Aggregate MFs","Investment Managers","MED","MED","74.1813","347","31","107","0.11","Investment Advisor",".","Active","North America","Canada"
"252","ENI.MI","2019-12-31","2007-03-31","0.0035","127379","1974795.25","CI Global Asset Management","Aggregate MFs","Investment Managers","MED","MED","55.3667","340","58","422","0.14","Investment Advisor/Hedge Fund","Core Value","Active","North America","Canada"
"253","ENI.MI","2019-06-30","1997-06-30","0.0035","126271","2096621.68","Manulife Investment Management (Europe) Limited (Sibling)","Aggregate MFs","Investment Managers","MED","MED","95.9492","2336","481","979","0.03","Investment Advisor",".","Active","Europe","United Kingdom"
"254","ENI.MI","2019-12-31","1997-12-31","0.0034","123543","1915324.58","Victory Capital Management Inc.","Aggregate MFs","Investment Managers","MED","MED","67.5981","831","309","437","0.1","Investment Advisor/Hedge Fund","Core Growth","Active","North America","United States"
"255","ENI.MI","2019-12-31","1997-03-31","0.0034","123200","1910006.94","HSBC Global Asset Management Deutschland GmbH","Aggregate MFs","Investment Managers","LOW","LOW","48.9558","132","64","64","0.04","Investment Advisor","Core Value","Active","Europe","Germany"
"256","ENI.MI","2019-12-31","2000-12-31","0.0034","122418","1897883.36","Epsilon SGR SpA","Aggregate MFs","Investment Managers","MED","MED","56.2873","172","22","161","1.93","Investment Advisor","Core Value","Active","Europe","Italy"
"257","ENI.MI","2019-12-31","2015-12-31","0.0033","121501","1883666.83","Legal & General Investment Management America Inc.","Aggregate MFs","Investment Managers","LOW","LOW","6.2195","479","188","588","0.0","Investment Advisor","Core Value","Active","North America","United States"
"258","ENI.MI","2019-12-31","1999-03-31","0.0033","121046","1876612.83","Daiwa Asset Management Co., Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","17.4764","51","14","28","0.02","Investment Advisor","GARP","Active","Asia / Pacific","Japan"
"259","ENI.MI","2019-12-31","2001-12-31","0.0033","120720","1871558.75","State Street Global Advisors (Japan) Co., Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","30.8223","249","247","279","0.05","Investment Advisor","Index","Passive","Asia / Pacific","Japan"
"260","ENI.MI","2019-12-31","1998-12-31","0.0033","120272","1864613.27","Fidelity Investments Canada ULC","Aggregate MFs","Investment Managers","MED","MED","58.5001","6834","2642","2405","0.0","Investment Advisor","GARP","Active","North America","Canada"
"261","ENI.MI","2019-12-31","2001-09-30","0.0033","119135","1846986.02","Russell Investments Limited","Aggregate MFs","Investment Managers","MED","MED","73.93","174","8","62","0.36","Investment Advisor","Core Value","Active","Europe","United Kingdom"
"262","ENI.MI","2019-10-31","1997-03-31","0.0032","117158","1772666.93","Oddo BHF Asset Management GmbH","Aggregate MFs","Investment Managers","LOW","LOW","24.4863","3486","1319","882","0.65","Investment Advisor","GARP","Active","Europe","Germany"
"263","ENI.MI","2019-12-31","2018-05-31","0.0032","115434","1789608.29","USAA Asset Management Company","Aggregate MFs","Investment Managers","HIGH","HIGH","115.9838","1149","561","610","0.03","Investment Advisor",".","Active","North America","United States"
"264","ENI.MI","2019-12-31","2018-06-30","0.0032","114920","1781639.59","MD Financial Management Inc.","Aggregate MFs","Investment Managers","LOW","LOW","46.9644","482","174","400","0.05","Investment Advisor",".","Active","North America","Canada"
"265","ENI.MI","2019-12-31","1998-12-31","0.0032","114920","1781639.59","1832 Asset Management L.P.","Aggregate MFs","Investment Managers","MED","MED","57.2524","139","14","32","0.0","Investment Advisor","GARP","Active","North America","Canada"
"266","ENI.MI","2019-12-31","2008-06-30","0.0031","113157","1754307.27","BG Fund Management Luxembourg S.A.","Aggregate MFs","Investment Managers","HIGH","HIGH","125.6597","2276","745","1789","0.11","Investment Advisor","Core Growth","Active","Europe","Luxembourg"
"267","ENI.MI","2019-12-31","2015-03-31","0.0031","112776","1748400.51","Cambria Investment Management, L.P.","Aggregate MFs","Investment Managers","MED","MED","62.1177","931","147","411","2.9","Investment Advisor/Hedge Fund",".","Active","North America","United States"
"268","ENI.MI","2019-04-30","2007-03-31","0.0031","111546","1903760.43","Invesco Advisers, Inc.","Aggregate MFs","Investment Managers","LOW","LOW","46.2308","415","154","138","2.42","Investment Advisor","GARP","Active","North America","United States"
"269","ENI.MI","2019-12-31","2002-12-31","0.003","110720","1716525.72","Bergos Berenberg AG","Aggregate MFs","Investment Managers","MED","MED","52.1406","62","13","39","0.0","Bank and Trust","Core Growth","Active","Europe","Switzerland"
"270","ENI.MI","2019-12-31","2015-04-30","0.003","109862","1703223.89","Decalia SA","Aggregate MFs","Investment Managers","HIGH","HIGH","133.5667","4006","1522","3283","0.51","Investment Advisor",".","Active","Europe","Switzerland"
"271","ENI.MI","2019-12-31","2006-03-31","0.0029","106200","1646450.79","Singular Asset Management SGIIC SA.","Aggregate MFs","Investment Managers","HIGH","HIGH","114.2352","2068","426","1266","0.19","Investment Advisor","Core Growth","Active","Europe","Spain"
"272","ENI.MI","2019-12-31","2010-09-30","0.0029","105881","1641505.24","WCM Investment Management","Aggregate MFs","Investment Managers","MED","MED","56.5588","197","1","21","0.35","Investment Advisor","Growth","Active","North America","United States"
"273","ENI.MI","2019-12-31","2000-06-30","0.0029","105760","1639629.34","Banque SYZ S.A.","Aggregate MFs","Investment Managers","HIGH","HIGH","118.6999","247","15","243","0.04","Bank and Trust","GARP","Active","Europe","Switzerland"
"274","ENI.MI","2019-12-31","2016-04-30","0.0029","105718","1638978.2","Riverfront Investment Group, LLC","Aggregate MFs","Investment Managers","LOW","LOW","42.1848","875","147","1687","0.05","Investment Advisor","Core Growth","Active","North America","United States"
"275","ENI.MI","2019-12-31","1997-06-30","0.0029","104702","1623226.84","Nikko Asset Management Co., Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","9.9436","1566","195","811","0.0","Investment Advisor/Hedge Fund","Core Growth","Active","Asia / Pacific","Japan"
"276","ENI.MI","2019-12-31","2008-12-31","0.0029","104400","1618544.84","GN Invest & Consulting AG","Aggregate MFs","Investment Managers","LOW","LOW","18.4134","1885","242","2022","0.05","Investment Advisor",".","Active","Europe","Liechtenstein"
"277","ENI.MI","2019-12-31","1997-09-30","0.0029","104240","1616064.32","Barclays Wealth","Aggregate MFs","Investment Managers","MED","MED","82.1303","221","88","86","0.0","Investment Advisor/Hedge Fund","Core Value","Active","Europe","United Kingdom"
"278","ENI.MI","2018-06-30","2012-06-30","0.0029","104231","1936932.83","Exane Asset Management","Aggregate MFs","Investment Managers","LOW","LOW","41.3397","512","84","256","0.35","Investment Advisor/Hedge Fund","Hedge Fund","Active","Europe","France"
"279","ENI.MI","2019-12-31","2007-03-31","0.0029","103718","1607971.59","DWS Investment Management Americas, Inc.","Aggregate MFs","Investment Managers","MED","MED","74.9415","54","4","9","0.01","Investment Advisor/Hedge Fund","Core Value","Active","North America","United States"
"280","ENI.MI","2019-12-31","1997-06-30","0.0028","102000","1581336.92","Zenit SGR S.p.A.","Aggregate MFs","Investment Managers","HIGH","HIGH","110.5783","446","257","496","0.0","Investment Advisor/Hedge Fund","Hedge Fund","Active","Europe","Italy"
"281","ENI.MI","2019-12-31","2007-06-30","0.0028","101221","1569259.84","Manulife Investment Management (North America) Limited","Aggregate MFs","Investment Managers","LOW","LOW","30.506","600","202","413","0.0","Investment Advisor","Core Value","Active","North America","Canada"
"282","ENI.MI","2019-12-31","2005-06-30","0.0028","101139","1567988.57","Stadtsparkasse Düsseldorf","Aggregate MFs","Investment Managers","LOW","LOW","28.3768","1828","337","721","0.33","Bank and Trust",".","Active","Europe","Germany"
"283","ENI.MI","2019-12-31","2013-03-31","0.0028","101114","1567600.99","Union Investment Luxembourg S.A.","Aggregate MFs","Investment Managers","MED","MED","53.8946","275","39","74","0.0","Investment Advisor",".","Active","Europe","Luxembourg"
"284","ENI.MI","2019-12-31","1997-06-30","0.0028","100611","1559802.83","Columbia Threadneedle Management Limited","Aggregate MFs","Investment Managers","LOW","LOW","46.8413","56","1","10","2.74","Investment Advisor/Hedge Fund","Growth","Active","Europe","United Kingdom"
"285","ENI.MI","2018-06-30","2016-05-31","0.0027","99097","1841529.46","Pine River Capital Management, L.P.","Aggregate MFs","Investment Managers","LOW","LOW","0.0","2099","412","1864","0.16","Hedge Fund","Hedge Fund","Active","North America","United States"
"286","ENI.MI","2019-12-31","2001-12-31","0.0027","98700","1530176.02","AXA Investment Managers UK Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","36.8029","619","621","10","0.15","Investment Advisor/Hedge Fund","Core Value","Active","Europe","United Kingdom"
"287","ENI.MI","2019-11-30","2016-11-30","0.0027","98552","1488728.46","Nippon Life Global Investors Singapore Limited","Aggregate MFs","Investment Managers","LOW","LOW","28.5476","136","54","156","0.02","Investment Advisor",".","Active","Asia / Pacific","Singapore"
"288","ENI.MI","2019-12-31","1997-03-31","0.0027","98254","1523261.54","Société Générale Gestion","Aggregate MFs","Investment Managers","MED","MED","84.4387","665","207","332","0.05","Investment Advisor","Core Growth","Active","Europe","France"
"289","ENI.MI","2019-11-30","2015-08-31","0.0027","97376","1470963.78","MLC Asset Management","Aggregate MFs","Investment Managers","LOW","LOW","25.0651","933","33","275","0.18","Investment Advisor",".","Active","Asia / Pacific","Australia"
"290","ENI.MI","2019-12-31","2006-12-31","0.0027","97018","1504099.46","Apo Asset Management GmbH","Aggregate MFs","Investment Managers","LOW","LOW","48.0756","565","112","389","0.32","Investment Advisor",".","Active","Europe","Germany"
"291","ENI.MI","2019-12-31","1999-06-30","0.0027","96405","1494595.94","CA Indosuez Wealth (Europe) S.A.","Aggregate MFs","Investment Managers","MED","MED","67.7241","88","1","18","0.1","Bank and Trust","Core Value","Active","Europe","Luxembourg"
