"","Instrument","Holdings Filing Date","Earliest Holdings Date","Holdings Pct Of Traded Shares Held","Investor Shares Held","Holdings Value Held","Investor Full Name","Holdings Filing Type","Investor Parent Type Description","Investor Turnover","Investor Turnover code","Investor Turnover %","Investor Portfolio Number Of Securities Held","Investor Portfolio Num Of  Securities Bought","Investor Portfolio Number Of Securities Sold","Holdings Percent of  Portfolio","Investor Type Description","Investor Investment Style Code","Investor Investment Orientation","Investor Address Region","Investor Address Country"
"10","ENI.MI","2018-12-31","1997-03-31","0.309","11230560","176569581.19","Amundi Asset Management, SAS","Aggregate MFs","Investment Managers","MED","MED","98.5799","9921","4216","3056","0.03","Investment Advisor/Hedge Fund","GARP","Active","Europe","France"
"11","ENI.MI","2018-12-31","2007-11-30","0.3035","11029671","173411155.74","Capital Research Global Investors","Aggregate MFs","Investment Managers","LOW","LOW","32.9646","5291","1967","4009","0.43","Investment Advisor","Growth","Active","North America","United States"
"12","ENI.MI","2018-12-31","1997-03-31","0.2978","10821498","170138209.47","JPMorgan Asset Management U.K. Limited","Aggregate MFs","Investment Managers","MED","MED","55.4901","3441","1114","1032","0.01","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","United Kingdom"
"13","ENI.MI","2018-12-31","2007-03-31","0.2903","10549470","165861319.45","MFS Investment Management","Aggregate MFs","Investment Managers","LOW","LOW","17.7562","1513","775","1199","0.04","Investment Advisor/Hedge Fund","Core Growth","Active","North America","United States"
"14","ENI.MI","2018-12-31","2007-03-31","0.2809","10207990","160492060.38","INVESCO Asset Management Limited","Aggregate MFs","Investment Managers","LOW","LOW","28.5801","9988","2187","5335","0.01","Investment Advisor/Hedge Fund","Core Value","Active","Europe","United Kingdom"
"15","ENI.MI","2018-12-31","1997-06-30","0.2804","10191367","160231137.45","Eurizon Capital SGR S.p.A.","Aggregate MFs","Investment Managers","MED","MED","78.4097","10179","2707","3828","0.03","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","Italy"
"16","ENI.MI","2018-06-30","2016-06-30","0.2648","9623375","178832139.96","California Public Employees' Retirement System","Shareholder Report","Investment Managers","LOW","LOW","22.0404","6293","2315","4227","3.28","Pension Fund","Index","Passive","North America","United States"
"17","ENI.MI","2018-12-31","1997-12-31","0.2551","9272068","145777696.18","Anima SGR S.p.A.","Aggregate MFs","Investment Managers","HIGH","HIGH","108.3787","5521","3014","3555","0.44","Investment Advisor","Core Growth","Active","Europe","Italy"
"18","ENI.MI","2018-12-31","1997-04-30","0.2525","9175923","144266081.23","Fidelity Management & Research Company LLC","Aggregate MFs","Investment Managers","LOW","LOW","29.6748","4692","2027","2836","0.09","Investment Advisor","GARP","Active","North America","United States"
"19","ENI.MI","2018-12-31","1997-06-30","0.245","8903094","139976597.69","Mediolanum Gestione Fondi SGR p.A.","Aggregate MFs","Investment Managers","MED","MED","72.0712","5498","910","2812","2.66","Investment Advisor","Core Growth","Active","Europe","Italy"
"20","ENI.MI","2018-12-31","2003-06-30","0.2367","8600551","135219943.45","Geode Capital Management, L.L.C.","Aggregate MFs","Investment Managers","LOW","LOW","13.2641","8835","4757","4998","0.06","Investment Advisor/Hedge Fund","Index","Passive","North America","United States"
"21","ENI.MI","2018-12-31","2013-01-31","0.2216","8054629","126636825.7","DWS International GmbH","Aggregate MFs","Investment Managers","LOW","LOW","42.2557","3371","1686","1836","0.19","Investment Advisor",".","Active","Europe","Germany"
"22","ENI.MI","2018-12-31","1997-06-30","0.2189","7954231","125058344.05","Wellington Management Company, LLP","Aggregate MFs","Investment Managers","LOW","LOW","34.6625","9926","2990","3130","0.23","Investment Advisor/Hedge Fund","Core Value","Active","North America","United States"
"23","ENI.MI","2018-12-31","2007-03-31","0.2173","7897310","124163418.32","Allianz Global Investors GmbH","Aggregate MFs","Investment Managers","HIGH","HIGH","114.2193","3318","1422","1635","0.04","Investment Advisor","GARP","Active","Europe","Germany"
"24","ENI.MI","2018-12-31","2009-10-31","0.2154","7827277","123062342.55","AQR Capital Management, LLC","Aggregate MFs","Investment Managers","MED","MED","59.3331","6948","3700","3198","0.02","Investment Advisor/Hedge Fund","Hedge Fund","Passive","North America","United States"
"25","ENI.MI","2018-12-31","1997-06-30","0.214","7777356","122277146.5","Nuveen LLC","Aggregate MFs","Investment Managers","LOW","LOW","39.2257","6026","2192","3091","0.27","Pension Fund","GARP","Active","North America","United States"
"26","ENI.MI","2018-12-31","2007-03-31","0.2064","7501895","117946608.03","BlackRock Investment Management (UK) Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","48.1893","8517","3935","3015","0.44","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","United Kingdom"
"27","ENI.MI","2018-12-31","1998-09-30","0.1918","6971800","109612326.2","State Street Global Advisors (UK) Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","32.7838","7571","1942","2542","0.09","Investment Advisor/Hedge Fund","Index","Passive","Europe","United Kingdom"
"28","ENI.MI","2018-12-31","1997-03-31","0.189","6868438","107987243.83","Goldman Sachs Asset Management International","Aggregate MFs","Investment Managers","HIGH","HIGH","102.8636","2832","1379","1870","0.26","Investment Advisor","Growth","Active","Europe","United Kingdom"
"29","ENI.MI","2018-12-31","2007-03-31","0.1846","6707558","105457849.56","Lazard Asset Management, L.L.C.","Aggregate MFs","Investment Managers","LOW","LOW","42.2224","2176","760","1498","1.21","Investment Advisor/Hedge Fund","Core Value","Active","North America","United States"
"30","ENI.MI","2018-12-31","2007-03-31","0.1772","6440837","101264397.47","State Street Global Advisors (US)","Aggregate MFs","Investment Managers","LOW","LOW","10.7694","2119","1011","1418","0.09","Investment Advisor/Hedge Fund","Index","Passive","North America","United States"
"31","ENI.MI","2018-12-31","2016-06-30","0.173","6286216","98833145.2","MFS International Singapore Pte. Ltd","Aggregate MFs","Investment Managers","LOW","LOW","16.5813","3140","1938","2020","0.02","Investment Advisor",".","Active","Asia / Pacific","Singapore"
"32","ENI.MI","2018-12-31","2007-03-31","0.17","6177172","97118733.62","Dimensional Fund Advisors, L.P.","Aggregate MFs","Investment Managers","LOW","LOW","15.9207","875","140","542","0.02","Investment Advisor/Hedge Fund","Deep Value","Passive","North America","United States"
"33","ENI.MI","2018-12-31","2007-03-31","0.1639","5956374","93647303.3","Charles Schwab Investment Management, Inc.","Aggregate MFs","Investment Managers","LOW","LOW","17.6301","8565","3237","1363","0.04","Investment Advisor","Index","Passive","North America","United States"
"34","ENI.MI","2018-12-31","1997-06-30","0.1621","5890773","92615911.26","Fideuram - Intesa Sanpaolo Private Banking Asset Management SGR S.p.A.","Aggregate MFs","Investment Managers","MED","MED","81.3155","259","87","225","0.31","Investment Advisor","Core Value","Active","Europe","Italy"
"35","ENI.MI","2018-12-31","1997-01-31","0.1607","5840283","91822342.2","UBS Asset Management (Switzerland)","Aggregate MFs","Investment Managers","LOW","LOW","21.0527","5380","1623","4201","0.01","Investment Advisor","Core Value","Active","Europe","Switzerland"
"36","ENI.MI","2018-12-31","1997-03-31","0.158","5741442","90268340.08","Deka Investment GmbH","Aggregate MFs","Investment Managers","LOW","LOW","42.6456","10970","3015","6555","0.43","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","Germany"
"37","ENI.MI","2018-12-31","1997-03-31","0.1543","5607002","88154641.88","DWS Investment GmbH","Aggregate MFs","Investment Managers","LOW","LOW","44.8927","5267","1066","2929","0.47","Investment Advisor/Hedge Fund","GARP","Active","Europe","Germany"
"38","ENI.MI","2018-12-31","2015-12-31","0.1323","4808965","75607509.52","ARCA Fondi SGR S.p.A","Aggregate MFs","Investment Managers","MED","MED","86.9448","1198","341","538","0.32","Investment Advisor",".","Active","Europe","Italy"
"39","ENI.MI","2018-12-31","2000-06-30","0.1302","4730698","74377178.4","Franklin Templeton Investment Management Ltd.","Aggregate MFs","Investment Managers","MED","MED","78.0939","10473","5692","2982","0.28","Investment Advisor/Hedge Fund","Core Value","Active","Europe","United Kingdom"
"40","ENI.MI","2018-12-31","2007-03-31","0.123","4468622","70256756.12","UBS Asset Management (UK) Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","36.3486","7245","3598","5366","0.03","Investment Advisor","Core Value","Active","Europe","United Kingdom"
"41","ENI.MI","2018-12-31","1997-12-31","0.1223","4443923","69868432.47","Mondrian Investment Partners Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","36.1618","5415","2626","4400","0.03","Investment Advisor","Deep Value","Active","Europe","United Kingdom"
"42","ENI.MI","2018-12-31","2007-09-30","0.1218","4426543","69595179.91","AG2R La Mondiale Gestion d'Actifs SA","Aggregate MFs","Investment Managers","LOW","LOW","23.6541","5210","1346","2086","0.05","Investment Advisor",".","Active","Europe","France"
"43","ENI.MI","2018-12-31","2008-03-31","0.1142","4148561","65224679.65","Aberdeen Standard Investments (Edinburgh)","Aggregate MFs","Investment Managers","LOW","LOW","36.3335","5334","1461","2251","0.24","Investment Advisor","Core Growth","Active","Europe","United Kingdom"
"44","ENI.MI","2018-12-31","1997-03-31","0.114","4143975","65152577.45","Santander Asset Management","Aggregate MFs","Investment Managers","MED","MED","75.9306","6553","1653","3598","0.02","Investment Advisor","Core Growth","Active","Europe","Spain"
"45","ENI.MI","2018-12-31","2002-12-31","0.1131","4109179","64605506.32","Pramerica SGR S.p.A._NLE","Aggregate MFs","Investment Managers","MED","MED","82.3987","4950","2019","1954","0.58","Investment Advisor/Hedge Fund",".","Active","Europe","Italy"
"46","ENI.MI","2018-12-31","2002-09-30","0.1065","3871153","60863041.7","Thompson, Siegel & Walmsley LLC","Aggregate MFs","Investment Managers","LOW","LOW","45.8452","523","79","214","0.05","Investment Advisor","Core Value","Active","North America","United States"
"47","ENI.MI","2018-12-31","2007-03-31","0.0992","3604283","56667409.27","Goldman Sachs Asset Management, L.P.","Aggregate MFs","Investment Managers","MED","MED","50.2024","3124","1615","1653","0.01","Investment Advisor","Core Growth","Active","North America","United States"
"48","ENI.MI","2018-12-31","2012-12-31","0.0973","3537185","55612330.01","PGGM Vermogensbeheer B.V.","Aggregate MFs","Investment Managers","LOW","LOW","20.6203","5964","1663","1811","0.13","Pension Fund","GARP","Active","Europe","Netherlands"
"49","ENI.MI","2018-12-31","2006-12-31","0.0965","3505494","55114224.71","Amundi SGR SpA","Aggregate MFs","Investment Managers","HIGH","HIGH","116.4265","182","59","104","0.05","Investment Advisor","Core Value","Active","Europe","Italy"
"50","ENI.MI","2018-12-31","1998-06-30","0.0915","3324097","52262257.19","TD Asset Management Inc.","Aggregate MFs","Investment Managers","LOW","LOW","30.3468","8761","4606","4977","0.04","Investment Advisor","GARP","Active","North America","Canada"
"51","ENI.MI","2018-12-31","1997-03-31","0.0882","3203555","50366932.42","Northern Trust Investments, Inc.","Aggregate MFs","Investment Managers","LOW","LOW","11.2907","4722","1572","3939","0.03","Investment Advisor/Hedge Fund","Index","Passive","North America","United States"
"52","ENI.MI","2018-12-31","1998-09-30","0.0845","3069152","48253950.23","CPR Asset Management","Aggregate MFs","Investment Managers","MED","MED","73.722","4553","573","1201","0.22","Investment Advisor","Core Growth","Active","Europe","France"
"53","ENI.MI","2018-12-31","1997-03-31","0.0801","2911737","45778911.46","Morgan Stanley Investment Management Ltd. (UK)","Aggregate MFs","Investment Managers","LOW","LOW","46.0913","6016","3451","3635","0.03","Investment Advisor","Core Value","Active","Europe","United Kingdom"
"54","ENI.MI","2018-12-31","1997-12-31","0.0786","2854681","44881985.28","Brandes Investment Partners, L.P.","Aggregate MFs","Investment Managers","LOW","LOW","30.9807","7567","2623","1976","0.02","Investment Advisor","Core Value","Active","North America","United States"
"55","ENI.MI","2018-12-31","1997-03-31","0.077","2798887","44004778.52","Fidelity International","Aggregate MFs","Investment Managers","MED","MED","59.0386","1158","310","667","0.02","Investment Advisor","Core Growth","Active","Europe","United Kingdom"
"56","ENI.MI","2018-06-30","2003-03-31","0.0733","2664280","49510581.67","Sjunde AP-fonden","Aggregate MFs","Investment Managers","LOW","LOW","9.6143","6948","810","1545","0.05","Pension Fund","Growth","Active","Europe","Sweden"
"57","ENI.MI","2018-12-31","2007-03-31","0.0733","2663026","41868739.01","State Street Global Advisors Ireland Limited","Aggregate MFs","Investment Managers","HIGH","HIGH","133.4697","1702","173","951","0.36","Investment Advisor","Index","Passive","Europe","Ireland"
"58","ENI.MI","2018-12-31","1997-12-31","0.0715","2597849","40843901.55","Caisse de Depot et Placement du Quebec","Aggregate MFs","Investment Managers","MED","MED","51.6688","5939","2332","2740","0.1","Pension Fund","GARP","Active","North America","Canada"
"59","ENI.MI","2018-12-31","1997-12-31","0.0711","2583811","40623301.61","Generali Insurance Asset Management S.p.A. SGR","Aggregate MFs","Investment Managers","MED","MED","72.8897","6619","3534","4145","0.06","Investment Advisor","GARP","Active","Europe","Italy"
"60","ENI.MI","2018-12-31","1997-06-30","0.0707","2570986","40421663.86","T. Rowe Price International Ltd","Aggregate MFs","Investment Managers","LOW","LOW","40.1859","1508","822","1222","0.05","Investment Advisor/Hedge Fund","GARP","Active","Europe","United Kingdom"
"61","ENI.MI","2018-03-31","2017-03-31","0.0707","2568365","45140812.73","Florida State Board of Administration","Aggregate MFs","Investment Managers","LOW","LOW","15.2536","301","16","388","0.29","Pension Fund","Index","Passive","North America","United States"
"62","ENI.MI","2018-12-31","1997-06-30","0.0698","2537183","39890098.56","AXA Investment Managers Paris","Aggregate MFs","Investment Managers","MED","MED","57.5666","4896","1922","3462","0.08","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","France"
"63","ENI.MI","2017-06-30","1997-03-31","0.0695","2524701","37952820.25","KBC Asset Management N.V.","Aggregate MFs","Investment Managers","MED","MED","56.0488","5998","3412","2110","0.1","Investment Advisor","Core Value","Active","Europe","Belgium"
"64","ENI.MI","2018-12-31","2007-12-31","0.0689","2503803","39365396.48","American Century Investment Management, Inc.","Aggregate MFs","Investment Managers","LOW","LOW","41.6666","2036","776","1390","0.33","Investment Advisor/Hedge Fund","Core Growth","Active","North America","United States"
"65","ENI.MI","2018-12-31","1997-06-30","0.0674","2447861","38485862.82","Amundi Ireland Limited","Aggregate MFs","Investment Managers","MED","MED","52.9362","772","626","833","0.03","Investment Advisor/Hedge Fund","GARP","Active","Europe","Ireland"
"66","ENI.MI","2018-12-31","1997-09-30","0.0669","2430877","38218836.27","Credit Suisse Asset Management","Aggregate MFs","Investment Managers","LOW","LOW","20.7131","3248","1594","1662","0.16","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","Switzerland"
"67","ENI.MI","2018-12-31","2006-06-30","0.0632","2297315","36118845.89","Fideuram Asset Management (Ireland) dac","Aggregate MFs","Investment Managers","MED","MED","80.8579","2916","1744","1615","0.31","Investment Advisor","GARP","Active","Europe","Ireland"
"68","ENI.MI","2018-12-31","2012-10-31","0.0627","2280397","35852953.3","DNCA Investments","Aggregate MFs","Investment Managers","LOW","LOW","27.6483","4598","1870","3715","0.17","Investment Advisor","GARP","Active","Europe","France"
"69","ENI.MI","2018-12-31","2006-09-30","0.0598","2175035","34196426.45","Lyxor Asset Management_NLE","Aggregate MFs","Investment Managers","HIGH","HIGH","253.3531","4385","2668","1780","0.18","Investment Advisor/Hedge Fund",".","Passive","Europe","France"
"70","ENI.MI","2018-12-31","2013-09-30","0.058","2106695","33121968.44","Dodge & Cox","Aggregate MFs","Investment Managers","LOW","LOW","24.0168","4838","2452","1259","0.04","Investment Advisor/Hedge Fund","Deep Value","Active","North America","United States"
"71","ENI.MI","2018-12-31","2007-03-31","0.0578","2099355","33006567.18","HSBC Global Asset Management (UK) Limited","Aggregate MFs","Investment Managers","MED","MED","65.0905","4462","2415","2468","0.09","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","United Kingdom"
"72","ENI.MI","2018-12-31","2016-09-30","0.0577","2097807","32982229.15","Federated Hermes Global Investment Management Corp.","Aggregate MFs","Investment Managers","LOW","LOW","39.3084","614","554","477","0.03","Investment Advisor/Hedge Fund","Core Value","Active","North America","United States"
"73","ENI.MI","2018-12-31","1997-06-30","0.0566","2056086","32326281.5","Danske Bank Asset Management","Aggregate MFs","Investment Managers","MED","MED","72.6297","2267","484","1091","0.1","Investment Advisor","Core Growth","Active","Europe","Denmark"
"74","ENI.MI","2018-12-31","2018-09-30","0.0554","2014116","31666419.0","Vanguard Global Advisers LLC","Aggregate MFs","Investment Managers","HIGH","HIGH","102.2228","370","44","487","0.01","Investment Advisor",".","Passive","North America","United States"
"75","ENI.MI","2018-12-31","1997-09-30","0.0549","1994876","31363923.07","La Banque Postale Asset Management","Aggregate MFs","Investment Managers","MED","MED","64.5854","4514","2034","3578","0.02","Investment Advisor","Core Growth","Active","Europe","France"
"76","ENI.MI","2018-12-31","2014-12-31","0.0541","1967462","30932913.53","Vanguard Investments Australia Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","46.3731","136","33","256","0.03","Investment Advisor","Index","Passive","Asia / Pacific","Australia"
"77","ENI.MI","2018-12-31","2007-12-31","0.0538","1956290","30757264.64","ABN AMRO Investment Solutions (AAIS)","Aggregate MFs","Investment Managers","MED","MED","74.2764","3893","1365","3571","0.22","Investment Advisor","Growth","Active","Europe","France"
"78","ENI.MI","2018-12-31","2007-03-31","0.0512","1860253","29247347.69","JP Morgan Asset Management","Aggregate MFs","Investment Managers","LOW","LOW","37.2489","2716","502","1257","0.01","Investment Advisor","GARP","Active","North America","United States"
"79","ENI.MI","2018-12-31","2010-12-31","0.0505","1835867","28863868.15","Oldfield Partners LLP","Aggregate MFs","Investment Managers","LOW","LOW","37.5903","1003","617","972","1.29","Investment Advisor","Core Value","Active","Europe","United Kingdom"
"80","ENI.MI","2018-12-31","1997-03-31","0.0473","1718800","27023317.36","Union Investment Privatfonds GmbH","Aggregate MFs","Investment Managers","MED","MED","50.0087","676","307","797","0.09","Investment Advisor","Core Growth","Active","Europe","Germany"
"81","ENI.MI","2018-12-31","2012-12-31","0.0463","1683760","26472482.05","Azimut Capital Management Sgr SpA","Aggregate MFs","Investment Managers","MED","MED","50.8291","380","158","397","0.23","Investment Advisor/Hedge Fund","Hedge Fund","Active","Europe","Italy"
"82","ENI.MI","2018-12-31","2007-03-31","0.0462","1679617","26407274.4","Legal & General Investment Management Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","18.19","4685","1562","3677","0.21","Investment Advisor/Hedge Fund","Index","Passive","Europe","United Kingdom"
"83","ENI.MI","2018-12-31","2007-03-31","0.0447","1625369","25554444.62","PGIM Quantitative Solutions LLC","Aggregate MFs","Investment Managers","LOW","LOW","46.9613","1394","734","860","0.09","Investment Advisor","Core Growth","Passive","North America","United States"
"84","ENI.MI","2018-12-31","2000-06-30","0.0445","1617252","25426759.39","Northern Trust Global Investments Limited","Aggregate MFs","Investment Managers","LOW","LOW","26.8911","5191","2480","3081","1.96","Investment Advisor","Core Growth","Active","Europe","United Kingdom"
"85","ENI.MI","2018-12-31","2002-03-31","0.0437","1589355","24988223.8","Allspring Global Investments, LLC","Aggregate MFs","Investment Managers","MED","MED","57.2749","631","225","684","0.3","Investment Advisor/Hedge Fund","Core Value","Active","North America","United States"
"86","ENI.MI","2018-12-31","2004-03-31","0.0435","1582500","24880381.5","Franklin Templeton Fixed Income Group","Aggregate MFs","Investment Managers","LOW","LOW","34.1958","3638","1228","1180","0.03","Investment Advisor",".","Active","North America","United States"
"87","ENI.MI","2018-12-31","1997-03-31","0.0432","1570924","24698447.16","BNP Paribas Asset Management France SAS","Aggregate MFs","Investment Managers","MED","MED","71.9256","6052","3483","2730","0.01","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","France"
"88","ENI.MI","2018-12-31","2011-03-31","0.0427","1550000","24369410.0","Fidecum AG","Aggregate MFs","Investment Managers","LOW","LOW","48.223","62","4","12","0.57","Investment Advisor",".","Active","Europe","Germany"
"89","ENI.MI","2018-09-30","2005-03-31","0.0423","1535919","29029329.88","Kutxabank Gestion, SGIIC, S.A.U.","Aggregate MFs","Investment Managers","MED","MED","75.7534","269","102","266","0.01","Investment Advisor","Growth","Active","Europe","Spain"
"90","ENI.MI","2018-12-31","2003-12-31","0.042","1528112","24025346.54","Mellon Investments Corporation","Aggregate MFs","Investment Managers","LOW","LOW","25.5244","1864","730","1414","0.16","Investment Advisor/Hedge Fund","GARP","Active","North America","United States"
"91","ENI.MI","2018-12-31","2007-03-31","0.04","1454349","22865626.81","PIMCO (US)","Aggregate MFs","Investment Managers","HIGH","HIGH","103.5945","1529","683","1104","0.9","Investment Advisor/Hedge Fund","Yield","Active","North America","United States"
"92","ENI.MI","2018-12-31","1997-03-31","0.039","1418855","22307581.56","Ninety One UK Limited","Aggregate MFs","Investment Managers","MED","MED","57.2115","4653","1942","3428","0.17","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","United Kingdom"
"93","ENI.MI","2018-12-31","2001-06-30","0.039","1415529","22255289.38","Nordea Investment Management AB (Denmark)","Aggregate MFs","Investment Managers","MED","MED","56.1387","2350","604","1927","0.0","Investment Advisor","Core Value","Active","Europe","Denmark"
"94","ENI.MI","2018-12-31","2002-12-31","0.0384","1395774","21944637.98","Setanta Asset Management Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","32.0788","1578","982","1881","0.04","Investment Advisor","Core Value","Active","Europe","Ireland"
"95","ENI.MI","2018-12-31","2000-12-31","0.0383","1391204","21872787.53","ID-Sparinvest A/S","Aggregate MFs","Investment Managers","MED","MED","84.518","5495","2536","2895","0.01","Investment Advisor/Hedge Fund","Core Value","Active","Europe","Denmark"
"96","ENI.MI","2018-09-30","1999-03-31","0.0374","1360530","25714359.71","Edmond de Rothschild Asset Management (France) S.A.","Aggregate MFs","Investment Managers","LOW","LOW","41.1652","2645","1753","1588","0.07","Investment Advisor","Core Value","Active","Europe","France"
"97","ENI.MI","2018-12-31","2007-03-31","0.0367","1333689","20968581.1","Voya Investment Management LLC","Aggregate MFs","Investment Managers","MED","MED","52.3934","2084","738","882","0.04","Investment Advisor/Hedge Fund","Core Growth","Active","North America","United States"
"98","ENI.MI","2018-12-31","1997-06-30","0.0365","1327740","20875049.48","Allianz Global Investors France","Aggregate MFs","Investment Managers","LOW","LOW","35.9262","166","49","180","0.01","Investment Advisor","GARP","Active","Europe","France"
"99","ENI.MI","2018-12-31","1997-06-30","0.0363","1318278","20726285.63","Rothschild & Co Asset Management Europe SCS","Aggregate MFs","Investment Managers","LOW","LOW","29.5207","902","174","660","0.04","Investment Advisor","GARP","Active","Europe","France"
"100","ENI.MI","2017-03-31","1999-03-31","0.0363","1317490","21535823.29","Alliance Trust Plc._NLE","Aggregate MFs","Investment Managers","LOW","LOW","46.5173","4769","1687","3356","0.06","Investment Advisor",".","Active","Europe","United Kingdom"
"101","ENI.MI","2018-12-31","2001-09-30","0.0358","1301669","20465154.92","Zürcher Kantonalbank (Asset Management)","Aggregate MFs","Investment Managers","LOW","LOW","28.8994","9336","2505","3333","0.12","Bank and Trust","Growth","Active","Europe","Switzerland"
"102","ENI.MI","2018-10-31","1998-10-31","0.0356","1295304","23009200.29","Bessemer Trust Company, N.A. (US)","Aggregate MFs","Investment Managers","MED","MED","52.9193","8594","3384","6281","0.1","Investment Advisor","Growth","Active","North America","United States"
"103","ENI.MI","2018-12-31","1997-06-30","0.034","1236934","19447375.58","Robeco Institutional Asset Management B.V.","Aggregate MFs","Investment Managers","LOW","LOW","48.89","403","42","177","0.09","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","Netherlands"
"104","ENI.MI","2018-12-31","1999-12-31","0.0292","1060945","16680389.48","AllianceBernstein L.P.","Aggregate MFs","Investment Managers","LOW","LOW","37.5536","2729","892","2271","0.01","Investment Advisor/Hedge Fund","Core Growth","Active","North America","United States"
"105","ENI.MI","2017-06-30","2017-06-30","0.0291","1056273","15878529.5","Montpensier Finance S.A.","Aggregate MFs","Investment Managers",".",".",".","3342","1329","2644","0.12","Investment Advisor/Hedge Fund",".","Active","Europe","France"
"106","ENI.MI","2018-12-31","2011-02-28","0.0281","1019679","16031597.17","Assenagon Asset Management S.A.","Aggregate MFs","Investment Managers","HIGH","HIGH","298.2154","1719","717","1608","0.01","Investment Advisor","Index","Passive","Europe","Germany"
"107","ENI.MI","2018-12-31","1997-06-30","0.028","1018861","16018779.12","Pictet Asset Management Ltd.","Aggregate MFs","Investment Managers","LOW","LOW","36.2396","4328","2430","3266","0.08","Investment Advisor/Hedge Fund","Core Growth","Active","Europe","United Kingdom"
"108","ENI.MI","2018-12-31","2010-12-31","0.0278","1010616","15889106.88","LOYS AG","Aggregate MFs","Investment Managers","LOW","LOW","20.277","1465","363","517","0.55","Investment Advisor/Hedge Fund","Hedge Fund","Active","Europe","Germany"
"109","ENI.MI","2018-12-31","2007-03-31","0.0271","986445","15509126.93","Northern Trust Global Investments","Aggregate MFs","Investment Managers","LOW","LOW","12.9549","538","149","292","1.29","Investment Advisor","Core Growth","Active","North America","United States"
